datetime,elapsed_s,voltage,Elevation_m
2026/08/01@15:11:55,3615,2.9071252,13944.774193548386
2026/08/01@15:11:56,3616,2.9095002,13928.225806451614
2026/08/01@15:11:57,3617,2.9080002,13911.677419354839
2026/08/01@15:11:59,3619,2.9033752,13878.58064516129
2026/08/01@15:12:00,3620,2.8962502,13862.032258064517
2026/08/01@15:12:01,3621,2.89475,13845.483870967742
2026/08/01@15:12:02,3622,2.8951252,13828.935483870968
2026/08/01@15:12:03,3623,2.8975,13812.387096774193
2026/08/01@15:12:04,3624,2.896125,13795.838709677419
2026/08/01@15:12:05,3625,2.889125,13779.290322580646
2026/08/01@15:12:06,3626,2.8806252,13762.741935483871
2026/08/01@15:12:07,3627,2.881,13746.193548387097
2026/08/01@15:12:08,3628,2.8885002,13729.645161290322
2026/08/01@15:12:09,3629,2.8921252,13713.09677419355
2026/08/01@15:12:11,3631,2.8911252,13680.0
2026/08/01@15:12:12,3632,2.8845,13663.516129032258
2026/08/01@15:12:13,3633,2.881875,13647.032258064517
2026/08/01@15:12:14,3634,2.887375,13630.548387096775
2026/08/01@15:12:15,3635,2.8950002,13614.064516129032
2026/08/01@15:12:16,3636,2.8972502,13597.58064516129
2026/08/01@15:12:17,3637,2.89225,13581.09677419355
2026/08/01@15:12:18,3638,2.884375,13564.612903225807
2026/08/01@15:12:19,3639,2.880875,13548.129032258064
2026/08/01@15:12:20,3640,2.8886252,13531.645161290322
2026/08/01@15:12:21,3641,2.8942502,13515.161290322581
2026/08/01@15:12:23,3643,2.8950002,13482.193548387097
2026/08/01@15:12:24,3644,2.8886252,13465.709677419354
2026/08/01@15:12:25,3645,2.88525,13449.225806451614
2026/08/01@15:12:26,3646,2.8893752,13432.741935483871
2026/08/01@15:12:27,3647,2.8946252,13416.258064516129
2026/08/01@15:12:28,3648,2.88875,13399.774193548386
2026/08/01@15:12:29,3649,2.8898752,13383.290322580646
2026/08/01@15:12:30,3650,2.8776252,13366.806451612903
2026/08/01@15:12:31,3651,2.89575,13350.322580645161
2026/08/01@15:12:32,3652,2.9081252,13333.838709677419
2026/08/01@15:12:33,3653,2.9095002,13317.354838709678
2026/08/01@15:12:35,3655,2.90825,13284.387096774193
2026/08/01@15:12:36,3656,2.9055002,13267.90322580645
2026/08/01@15:12:37,3657,2.903875,13251.41935483871
2026/08/01@15:12:38,3658,2.9063752,13234.935483870968
2026/08/01@15:12:39,3659,2.907375,13218.451612903225
2026/08/01@15:12:40,3660,2.906125,13201.967741935483
2026/08/01@15:12:41,3661,2.893625,13185.483870967742
2026/08/01@15:12:42,3662,2.894,13169.0
2026/08/01@15:12:43,3663,2.8951252,13152.6
2026/08/01@15:12:44,3664,2.8953752,13136.2
2026/08/01@15:12:45,3665,2.8905,13119.8
2026/08/01@15:12:47,3667,2.877,13087.0
2026/08/01@15:12:48,3668,2.87525,13070.6
2026/08/01@15:12:49,3669,2.8732502,13054.2
2026/08/01@15:12:50,3670,2.8773752,13037.8
2026/08/01@15:12:51,3671,2.87925,13021.4
2026/08/01@15:12:52,3672,2.8751252,13005.0
2026/08/01@15:12:53,3673,2.8775,12988.6
2026/08/01@15:12:54,3674,2.8807502,12972.2
2026/08/01@15:12:55,3675,2.88175,12955.8
2026/08/01@15:12:56,3676,2.884375,12939.4
2026/08/01@15:12:57,3677,2.8760002,12923.0
2026/08/01@15:12:58,3678,2.8921252,12906.6
2026/08/01@15:13:00,3680,2.903875,12873.8
2026/08/01@15:13:01,3681,2.900875,12857.4
2026/08/01@15:13:02,3682,2.8958752,12841.0
2026/08/01@15:13:03,3683,2.890125,12824.6
2026/08/01@15:13:04,3684,2.8858752,12808.2
2026/08/01@15:13:05,3685,2.8838752,12791.8
2026/08/01@15:13:06,3686,2.8858752,12775.4
2026/08/01@15:13:07,3687,2.8875,12759.0
2026/08/01@15:13:08,3688,2.877,12742.6
2026/08/01@15:13:09,3689,2.871375,12726.2
2026/08/01@15:13:10,3690,2.89175,12709.8
2026/08/01@15:13:12,3692,2.8998752,12677.0
2026/08/01@15:13:13,3693,2.897375,12662.032258064517
2026/08/01@15:13:14,3694,2.894375,12647.064516129032
2026/08/01@15:13:15,3695,2.8890002,12632.09677419355
2026/08/01@15:13:16,3696,2.88625,12617.129032258064
2026/08/01@15:13:17,3697,2.882625,12602.161290322581
2026/08/01@15:13:18,3698,2.8855002,12587.193548387097
2026/08/01@15:13:19,3699,2.8871252,12572.225806451614
2026/08/01@15:13:20,3700,2.884375,12557.258064516129
2026/08/01@15:13:21,3701,2.885375,12542.290322580646
2026/08/01@15:13:22,3702,2.8828752,12527.322580645161
2026/08/01@15:13:24,3704,2.8815002,12497.387096774193
2026/08/01@15:13:25,3705,2.893125,12482.41935483871
2026/08/01@15:13:26,3706,2.9002502,12467.451612903225
2026/08/01@15:13:27,3707,2.8965,12452.483870967742
2026/08/01@15:13:28,3708,2.89275,12437.516129032258
2026/08/01@15:13:29,3709,2.8925002,12422.548387096775
2026/08/01@15:13:30,3710,2.89275,12407.58064516129
2026/08/01@15:13:31,3711,2.892625,12392.612903225807
2026/08/01@15:13:32,3712,2.889125,12377.645161290322
2026/08/01@15:13:33,3713,2.884,12362.677419354839
2026/08/01@15:13:34,3714,2.8815002,12347.709677419354
2026/08/01@15:13:36,3716,2.88225,12317.774193548386
2026/08/01@15:13:37,3717,2.8842502,12302.806451612903
2026/08/01@15:13:38,3718,2.882625,12287.838709677419
2026/08/01@15:13:39,3719,2.8768752,12272.870967741936
2026/08/01@15:13:40,3720,2.87225,12257.90322580645
2026/08/01@15:13:41,3721,2.87625,12242.935483870968
2026/08/01@15:13:42,3722,2.8812502,12227.967741935485
2026/08/01@15:13:43,3723,2.88225,12213.0
2026/08/01@15:13:44,3724,2.88175,12197.677419354839
2026/08/01@15:13:45,3725,2.8802502,12182.354838709678
2026/08/01@15:13:46,3726,2.8812502,12167.032258064517
2026/08/01@15:13:48,3728,2.8838752,12136.387096774193
2026/08/01@15:13:49,3729,2.88525,12121.064516129032
2026/08/01@15:13:50,3730,2.8785002,12105.741935483871
2026/08/01@15:13:51,3731,2.867125,12090.41935483871
2026/08/01@15:13:52,3732,2.8930002,12075.09677419355
2026/08/01@15:13:53,3733,2.8972502,12059.774193548386
2026/08/01@15:13:54,3734,2.89225,12044.451612903225
2026/08/01@15:13:55,3735,2.8837502,12029.129032258064
2026/08/01@15:13:56,3736,2.87575,12013.806451612903
2026/08/01@15:13:57,3737,2.871375,11998.483870967742
2026/08/01@15:13:58,3738,2.877875,11983.161290322581
2026/08/01@15:14:00,3740,2.8832502,11952.516129032258
2026/08/01@15:14:01,3741,2.8867502,11937.193548387097
2026/08/01@15:14:02,3742,2.8832502,11921.870967741936
2026/08/01@15:14:03,3743,2.86875,11906.548387096775
2026/08/01@15:14:04,3744,2.889125,11891.225806451614
2026/08/01@15:14:05,3745,2.8986252,11875.90322580645
2026/08/01@15:14:06,3746,2.89575,11860.58064516129
2026/08/01@15:14:07,3747,2.8890002,11845.258064516129
2026/08/01@15:14:08,3748,2.8806252,11829.935483870968
2026/08/01@15:14:09,3749,2.877,11814.612903225807
2026/08/01@15:14:10,3750,2.8747502,11799.290322580646
2026/08/01@15:14:12,3752,2.879125,11768.645161290322
2026/08/01@15:14:13,3753,2.8807502,11753.322580645161
2026/08/01@15:14:14,3754,2.8797502,11738.0
2026/08/01@15:14:15,3755,2.8803752,11723.3
2026/08/01@15:14:16,3756,2.8763752,11708.6
2026/08/01@15:14:17,3757,2.875375,11693.9
2026/08/01@15:14:18,3758,2.891875,11679.2
2026/08/01@15:14:19,3759,2.897,11664.5
2026/08/01@15:14:20,3760,2.8907502,11649.8
2026/08/01@15:14:21,3761,2.886125,11635.1
2026/08/01@15:14:22,3762,2.885375,11620.4
2026/08/01@15:14:24,3764,2.8865002,11591.0
2026/08/01@15:14:25,3765,2.88525,11576.3
2026/08/01@15:14:26,3766,2.8786252,11561.6
2026/08/01@15:14:27,3767,2.8716252,11546.9
2026/08/01@15:14:28,3768,2.8712502,11532.2
2026/08/01@15:14:29,3769,2.8763752,11517.5
2026/08/01@15:14:30,3770,2.8798752,11502.8
2026/08/01@15:14:31,3771,2.8805,11488.1
2026/08/01@15:14:32,3772,2.8798752,11473.4
2026/08/01@15:14:33,3773,2.8723752,11458.7
2026/08/01@15:14:34,3774,2.872625,11444.0
2026/08/01@15:14:36,3776,2.887375,11414.6
2026/08/01@15:14:37,3777,2.8968752,11399.9
2026/08/01@15:14:38,3778,2.891375,11385.2
2026/08/01@15:14:39,3779,2.8850002,11370.5
2026/08/01@15:14:40,3780,2.8798752,11355.8
2026/08/01@15:14:41,3781,2.8803752,11341.1
2026/08/01@15:14:42,3782,2.877,11326.4
2026/08/01@15:14:43,3783,2.8786252,11311.7
2026/08/01@15:14:44,3784,2.877875,11297.0
2026/08/01@15:14:45,3785,2.8751252,11283.870967741936
2026/08/01@15:14:46,3786,2.8776252,11270.741935483871
2026/08/01@15:14:48,3788,2.879625,11244.483870967742
2026/08/01@15:14:49,3789,2.88225,11231.354838709678
2026/08/01@15:14:50,3790,2.88175,11218.225806451614
2026/08/01@15:14:51,3791,2.8686252,11205.09677419355
2026/08/01@15:14:52,3792,2.87225,11191.967741935483
2026/08/01@15:14:53,3793,2.8705,11178.838709677419
2026/08/01@15:14:54,3794,2.870125,11165.709677419354
2026/08/01@15:14:55,3795,2.8691252,11152.58064516129
2026/08/01@15:14:56,3796,2.86875,11139.451612903225
2026/08/01@15:14:57,3797,2.8851252,11126.322580645161
2026/08/01@15:14:58,3798,2.886125,11113.193548387097
2026/08/01@15:15:00,3800,2.8975,11086.935483870968
2026/08/01@15:15:01,3801,2.8990002,11073.806451612903
2026/08/01@15:15:02,3802,2.894875,11060.677419354839
2026/08/01@15:15:03,3803,2.8912502,11047.548387096775
2026/08/01@15:15:04,3804,2.8898752,11034.41935483871
2026/08/01@15:15:05,3805,2.8912502,11021.290322580646
2026/08/01@15:15:06,3806,2.8912502,11008.161290322581
2026/08/01@15:15:07,3807,2.8875,10995.032258064517
2026/08/01@15:15:08,3808,2.88525,10981.90322580645
2026/08/01@15:15:09,3809,2.88225,10968.774193548386
2026/08/01@15:15:10,3810,2.8856252,10955.645161290322
2026/08/01@15:15:12,3812,2.8850002,10929.387096774193
2026/08/01@15:15:13,3813,2.881875,10916.258064516129
2026/08/01@15:15:14,3814,2.8741252,10903.129032258064
2026/08/01@15:15:15,3815,2.8738752,10890.0
2026/08/01@15:15:16,3816,2.8790002,10877.290322580646
2026/08/01@15:15:17,3817,2.8806252,10864.58064516129
2026/08/01@15:15:18,3818,2.8802502,10851.870967741936
2026/08/01@15:15:19,3819,2.8600002,10839.161290322581
2026/08/01@15:15:20,3820,2.8902502,10826.451612903225
2026/08/01@15:15:21,3821,2.88275,10813.741935483871
2026/08/01@15:15:22,3822,2.8763752,10801.032258064517
2026/08/01@15:15:24,3824,2.874375,10775.612903225807
2026/08/01@15:15:25,3825,2.8720002,10762.90322580645
2026/08/01@15:15:26,3826,2.8758752,10750.193548387097
2026/08/01@15:15:27,3827,2.877,10737.483870967742
2026/08/01@15:15:28,3828,2.8793752,10724.774193548386
2026/08/01@15:15:29,3829,2.8786252,10712.064516129032
2026/08/01@15:15:30,3830,2.877125,10699.354838709678
2026/08/01@15:15:31,3831,2.87625,10686.645161290322
2026/08/01@15:15:32,3832,2.8723752,10673.935483870968
2026/08/01@15:15:33,3833,2.868875,10661.225806451614
2026/08/01@15:15:34,3834,2.8745,10648.516129032258
2026/08/01@15:15:36,3835,2.8658752,10623.09677419355
2026/08/01@15:15:37,3837,2.8802502,10610.387096774193
2026/08/01@15:15:38,3838,2.891875,10597.677419354839
2026/08/01@15:15:39,3839,2.8921252,10584.967741935485
2026/08/01@15:15:40,3840,2.8888752,10572.258064516129
2026/08/01@15:15:41,3841,2.8828752,10559.548387096775
2026/08/01@15:15:42,3842,2.8767502,10546.838709677419
2026/08/01@15:15:43,3843,2.878375,10534.129032258064
2026/08/01@15:15:44,3844,2.8735,10521.41935483871
2026/08/01@15:15:45,3845,2.8707502,10508.709677419354
2026/08/01@15:15:46,3846,2.8675,10496.0
2026/08/01@15:15:47,3847,2.868875,10482.9
2026/08/01@15:15:49,3849,2.8691252,10456.7
2026/08/01@15:15:50,3850,2.8705,10443.6
2026/08/01@15:15:51,3851,2.8751252,10430.5
2026/08/01@15:15:52,3852,2.8786252,10417.4
2026/08/01@15:15:53,3853,2.879125,10404.3
2026/08/01@15:15:54,3854,2.8765002,10391.2
2026/08/01@15:15:55,3855,2.870625,10378.1
2026/08/01@15:15:56,3856,2.8788752,10365.0
2026/08/01@15:15:57,3857,2.8673752,10351.9
2026/08/01@15:15:58,3858,2.8906252,10338.8
2026/08/01@15:15:59,3859,2.88925,10325.7
2026/08/01@15:16:01,3861,2.8875,10299.5
2026/08/01@15:16:02,3862,2.8872502,10286.4
2026/08/01@15:16:03,3863,2.8856252,10273.3
2026/08/01@15:16:04,3864,2.8790002,10260.2
2026/08/01@15:16:05,3865,2.8725002,10247.1
2026/08/01@15:16:06,3866,2.8715002,10234.0
2026/08/01@15:16:07,3867,2.876625,10220.9
2026/08/01@15:16:08,3868,2.8760002,10207.8
2026/08/01@15:16:09,3869,2.87275,10194.7
2026/08/01@15:16:10,3870,2.871,10181.6
2026/08/01@15:16:11,3871,2.8733752,10168.5
2026/08/01@15:16:13,3873,2.880125,10142.3
2026/08/01@15:16:14,3874,2.879625,10129.2
2026/08/01@15:16:15,3875,2.8641252,10116.1
2026/08/01@15:16:16,3876,2.8846252,10103.0
2026/08/01@15:16:17,3877,2.884375,10091.354838709678
2026/08/01@15:16:18,3878,2.8802502,10079.709677419354
2026/08/01@15:16:19,3879,2.875375,10068.064516129032
2026/08/01@15:16:20,3880,2.870625,10056.41935483871
2026/08/01@15:16:21,3881,2.8668752,10044.774193548386
2026/08/01@15:16:22,3882,2.870625,10033.129032258064
2026/08/01@15:16:23,3883,2.874,10021.483870967742
2026/08/01@15:16:25,3885,2.8788752,9998.193548387097
2026/08/01@15:16:26,3886,2.8773752,9986.548387096775
2026/08/01@15:16:27,3887,2.8721252,9974.90322580645
2026/08/01@15:16:28,3888,2.8712502,9963.258064516129
2026/08/01@15:16:29,3889,2.890875,9951.612903225807
2026/08/01@15:16:30,3890,2.8850002,9939.967741935483
2026/08/01@15:16:31,3891,2.8805,9928.322580645161
2026/08/01@15:16:32,3892,2.880125,9916.677419354839
2026/08/01@15:16:33,3893,2.879625,9905.032258064517
2026/08/01@15:16:34,3894,2.8763752,9893.387096774193
2026/08/01@15:16:35,3895,2.8700002,9881.741935483871
2026/08/01@15:16:37,3897,2.8595002,9858.451612903225
2026/08/01@15:16:38,3898,2.8641252,9846.806451612903
2026/08/01@15:16:39,3899,2.87225,9835.161290322581
2026/08/01@15:16:40,3900,2.87925,9823.516129032258
2026/08/01@15:16:41,3901,2.8777502,9811.870967741936
2026/08/01@15:16:42,3902,2.8745,9800.225806451614
2026/08/01@15:16:43,3903,2.874,9788.58064516129
2026/08/01@15:16:44,3904,2.8621252,9776.935483870968
2026/08/01@15:16:45,3905,2.8617502,9765.290322580646
2026/08/01@15:16:46,3906,2.8902502,9753.645161290322
2026/08/01@15:16:47,3907,2.8837502,9742.0
2026/08/01@15:16:49,3909,2.874,9718.258064516129
2026/08/01@15:16:50,3910,2.8681252,9706.387096774193
2026/08/01@15:16:51,3911,2.8647502,9694.516129032258
2026/08/01@15:16:52,3912,2.870125,9682.645161290322
2026/08/01@15:16:53,3913,2.8732502,9670.774193548386
2026/08/01@15:16:54,3914,2.8767502,9658.90322580645
2026/08/01@15:16:55,3915,2.877125,9647.032258064517
2026/08/01@15:16:56,3916,2.8668752,9635.161290322581
2026/08/01@15:16:57,3917,2.865375,9623.290322580646
2026/08/01@15:16:58,3918,2.8925002,9611.41935483871
2026/08/01@15:16:59,3919,2.8906252,9599.548387096775
2026/08/01@15:17:01,3921,2.8863752,9575.806451612903
2026/08/01@15:17:02,3922,2.88225,9563.935483870968
2026/08/01@15:17:03,3923,2.8786252,9552.064516129032
2026/08/01@15:17:04,3924,2.8777502,9540.193548387097
2026/08/01@15:17:05,3925,2.8765002,9528.322580645161
2026/08/01@15:17:06,3926,2.8728752,9516.451612903225
2026/08/01@15:17:07,3927,2.8695002,9504.58064516129
2026/08/01@15:17:08,3928,2.8637502,9492.709677419354
2026/08/01@15:17:09,3929,2.8677502,9480.838709677419
2026/08/01@15:17:10,3930,2.8725002,9468.967741935483
2026/08/01@15:17:11,3931,2.87525,9457.09677419355
2026/08/01@15:17:13,3933,2.876625,9433.354838709678
2026/08/01@15:17:14,3934,2.876625,9421.483870967742
2026/08/01@15:17:15,3935,2.867125,9409.612903225807
2026/08/01@15:17:16,3936,2.8786252,9397.741935483871
2026/08/01@15:17:17,3937,2.8872502,9385.870967741936
2026/08/01@15:17:18,3938,2.8788752,9374.0
2026/08/01@15:17:19,3939,2.87225,9362.354838709678
2026/08/01@15:17:20,3940,2.867875,9350.709677419354
2026/08/01@15:17:21,3941,2.864,9339.064516129032
2026/08/01@15:17:22,3942,2.8673752,9327.41935483871
2026/08/01@15:17:23,3943,2.8707502,9315.774193548386
2026/08/01@15:17:25,3945,2.876125,9292.483870967742
2026/08/01@15:17:26,3946,2.8777502,9280.838709677419
2026/08/01@15:17:27,3947,2.8658752,9269.193548387097
2026/08/01@15:17:28,3948,2.8620002,9257.548387096775
2026/08/01@15:17:29,3949,2.8905,9245.90322580645
2026/08/01@15:17:30,3950,2.8876252,9234.258064516129
2026/08/01@15:17:31,3951,2.8842502,9222.612903225807
2026/08/01@15:17:32,3952,2.879125,9210.967741935483
2026/08/01@15:17:33,3953,2.87275,9199.322580645161
2026/08/01@15:17:34,3954,2.8682502,9187.677419354839
2026/08/01@15:17:35,3955,2.8646252,9176.032258064517
2026/08/01@15:17:37,3957,2.8642502,9152.741935483871
2026/08/01@15:17:38,3958,2.8663752,9141.09677419355
2026/08/01@15:17:39,3959,2.8675,9129.451612903225
2026/08/01@15:17:40,3960,2.8686252,9117.806451612903
2026/08/01@15:17:41,3961,2.868875,9106.161290322581
2026/08/01@15:17:42,3962,2.8698752,9094.516129032258
2026/08/01@15:17:43,3963,2.873125,9082.870967741936
2026/08/01@15:17:44,3964,2.876625,9071.225806451614
2026/08/01@15:17:45,3965,2.8775,9059.58064516129
2026/08/01@15:17:46,3966,2.8751252,9047.935483870968
2026/08/01@15:17:47,3967,2.8725002,9036.290322580646
2026/08/01@15:17:49,3969,2.865375,9013.0
2026/08/01@15:17:50,3970,2.8733752,9001.3
2026/08/01@15:17:51,3971,2.8886252,8989.6
2026/08/01@15:17:52,3972,2.884,8977.9
2026/08/01@15:17:53,3973,2.876125,8966.2
2026/08/01@15:17:54,3974,2.8708752,8954.5
2026/08/01@15:17:55,3975,2.8712502,8942.8
2026/08/01@15:17:56,3976,2.86875,8931.1
2026/08/01@15:17:57,3977,2.8703752,8919.4
2026/08/01@15:17:58,3978,2.8712502,8907.7
2026/08/01@15:17:59,3979,2.8720002,8896.0
2026/08/01@15:18:01,3981,2.8735,8872.6
2026/08/01@15:18:02,3982,2.8605,8860.9
2026/08/01@15:18:03,3983,2.8602502,8849.2
2026/08/01@15:18:04,3984,2.8790002,8837.5
2026/08/01@15:18:05,3985,2.887875,8825.8
2026/08/01@15:18:06,3986,2.885375,8814.1
2026/08/01@15:18:07,3987,2.883625,8802.4
2026/08/01@15:18:08,3988,2.8816252,8790.7
2026/08/01@15:18:09,3989,2.8781252,8779.0
2026/08/01@15:18:10,3990,2.8745,8767.3
2026/08/01@15:18:11,3991,2.86975,8755.6
2026/08/01@15:18:13,3993,2.8647502,8732.2
2026/08/01@15:18:14,3994,2.8681252,8720.5
2026/08/01@15:18:15,3995,2.872625,8708.8
2026/08/01@15:18:16,3996,2.867125,8697.1
2026/08/01@15:18:17,3997,2.8630002,8685.4
2026/08/01@15:18:18,3998,2.8868752,8673.7
2026/08/01@15:18:19,3999,2.881875,8662.0
2026/08/01@15:18:20,4000,2.875375,8651.0
2026/08/01@15:18:21,4001,2.8656252,8640.0
2026/08/01@15:18:22,4002,2.8635,8629.0
2026/08/01@15:18:23,4003,2.8681252,8618.0
2026/08/01@15:18:25,4005,2.8728752,8596.0
2026/08/01@15:18:26,4006,2.875375,8585.0
2026/08/01@15:18:27,4007,2.86925,8574.0
2026/08/01@15:18:28,4008,2.8615,8563.0
2026/08/01@15:18:29,4009,2.8750002,8552.0
2026/08/01@15:18:30,4010,2.887375,8541.0
2026/08/01@15:18:31,4011,2.88575,8530.0
2026/08/01@15:18:32,4012,2.8820002,8519.0
2026/08/01@15:18:33,4013,2.8751252,8508.0
2026/08/01@15:18:34,4014,2.8730002,8497.0
2026/08/01@15:18:35,4015,2.876125,8486.0
2026/08/01@15:18:37,4017,2.878,8464.0
2026/08/01@15:18:38,4018,2.8732502,8453.0
2026/08/01@15:18:39,4019,2.8612502,8442.0
2026/08/01@15:18:40,4020,2.861375,8431.0
2026/08/01@15:18:41,4021,2.8668752,8420.0
2026/08/01@15:18:42,4022,2.8737502,8409.0
2026/08/01@15:18:43,4023,2.8760002,8398.0
2026/08/01@15:18:44,4024,2.8716252,8387.0
2026/08/01@15:18:45,4025,2.868875,8376.0
2026/08/01@15:18:46,4026,2.86275,8365.0
2026/08/01@15:18:47,4027,2.8646252,8354.0
2026/08/01@15:18:49,4029,2.867,8332.0
2026/08/01@15:18:50,4030,2.8595002,8321.0
2026/08/01@15:18:51,4031,2.8707502,8310.032258064517
2026/08/01@15:18:52,4032,2.871375,8299.064516129032
2026/08/01@15:18:53,4033,2.873125,8288.09677419355
2026/08/01@15:18:54,4034,2.88525,8277.129032258064
2026/08/01@15:18:55,4035,2.88625,8266.161290322581
2026/08/01@15:18:56,4036,2.8832502,8255.193548387097
2026/08/01@15:18:57,4037,2.8735,8244.225806451614
2026/08/01@15:18:58,4038,2.8635,8233.258064516129
2026/08/01@15:18:59,4039,2.8603752,8222.290322580646
2026/08/01@15:19:01,4041,2.8676252,8200.354838709678
2026/08/01@15:19:02,4042,2.871875,8189.387096774193
2026/08/01@15:19:03,4043,2.8715002,8178.419354838709
2026/08/01@15:19:04,4044,2.86325,8167.451612903225
2026/08/01@15:19:05,4045,2.859625,8156.483870967742
2026/08/01@15:19:06,4046,2.8646252,8145.5161290322585
2026/08/01@15:19:07,4047,2.871375,8134.548387096775
2026/08/01@15:19:08,4048,2.871875,8123.580645161291
2026/08/01@15:19:09,4049,2.8560002,8112.612903225807
2026/08/01@15:19:10,4050,2.86225,8101.645161290323
2026/08/01@15:19:11,4051,2.8511252,8090.677419354839
2026/08/01@15:19:13,4053,2.8538752,8068.741935483871
2026/08/01@15:19:14,4054,2.8633752,8057.774193548387
2026/08/01@15:19:15,4055,2.88225,8046.806451612903
2026/08/01@15:19:16,4056,2.8868752,8035.8387096774195
2026/08/01@15:19:17,4057,2.8860002,8024.870967741936
2026/08/01@15:19:18,4058,2.8856252,8013.903225806452
2026/08/01@15:19:19,4059,2.883125,8002.935483870968
2026/08/01@15:19:20,4060,2.8788752,7991.967741935484
2026/08/01@15:19:21,4061,2.8732502,7981.0
2026/08/01@15:19:22,4062,2.8725002,7970.0
2026/08/01@15:19:23,4063,2.870125,7959.0
2026/08/01@15:19:25,4065,2.867875,7937.0
2026/08/01@15:19:26,4066,2.8633752,7926.0
2026/08/01@15:19:27,4067,2.8621252,7915.0
2026/08/01@15:19:28,4068,2.8642502,7904.0
2026/08/01@15:19:29,4069,2.867875,7893.0
2026/08/01@15:19:30,4070,2.8693752,7882.0
2026/08/01@15:19:31,4071,2.868,7871.0
2026/08/01@15:19:32,4072,2.8685002,7860.0
2026/08/01@15:19:33,4073,2.8693752,7849.0
2026/08/01@15:19:34,4074,2.8581252,7838.0
2026/08/01@15:19:35,4075,2.8537502,7827.0
2026/08/01@15:19:37,4077,2.884875,7805.0
2026/08/01@15:19:38,4078,2.87925,7794.0
2026/08/01@15:19:39,4079,2.8737502,7783.0
2026/08/01@15:19:40,4080,2.867875,7772.0
2026/08/01@15:19:41,4081,2.865375,7761.0
2026/08/01@15:19:42,4082,2.8641252,7750.0
2026/08/01@15:19:43,4083,2.8667502,7739.0
2026/08/01@15:19:44,4084,2.866125,7728.0
2026/08/01@15:19:45,4085,2.867,7717.0
2026/08/01@15:19:46,4086,2.871,7706.0
2026/08/01@15:19:47,4087,2.874,7695.0
2026/08/01@15:19:48,4088,2.874375,7684.0
2026/08/01@15:19:50,4090,2.863125,7662.0
2026/08/01@15:19:51,4091,2.85925,7651.0
2026/08/01@15:19:52,4092,2.872625,7640.290322580645
2026/08/01@15:19:53,4093,2.8798752,7629.580645161291
2026/08/01@15:19:54,4094,2.87875,7618.870967741936
2026/08/01@15:19:55,4095,2.8768752,7608.1612903225805
2026/08/01@15:19:56,4096,2.8703752,7597.451612903225
2026/08/01@15:19:57,4097,2.8660002,7586.741935483871
2026/08/01@15:19:58,4098,2.867,7576.032258064516
2026/08/01@15:19:59,4099,2.87575,7565.322580645161
2026/08/01@15:20:00,4100,2.881875,7554.612903225807
2026/08/01@15:20:02,4102,2.88175,7533.193548387097
2026/08/01@15:20:03,4103,2.878,7522.483870967742
2026/08/01@15:20:04,4104,2.871,7511.774193548387
2026/08/01@15:20:05,4105,2.870625,7501.064516129032
2026/08/01@15:20:06,4106,2.8716252,7490.354838709677
2026/08/01@15:20:07,4107,2.877875,7479.645161290323
2026/08/01@15:20:08,4108,2.875375,7468.935483870968
2026/08/01@15:20:09,4109,2.8675,7458.225806451613
2026/08/01@15:20:10,4110,2.856625,7447.5161290322585
2026/08/01@15:20:11,4111,2.848875,7436.806451612903
2026/08/01@15:20:12,4112,2.858875,7426.096774193548
2026/08/01@15:20:14,4114,2.8655002,7404.677419354839
2026/08/01@15:20:15,4115,2.8647502,7393.967741935484
2026/08/01@15:20:16,4116,2.86275,7383.258064516129
2026/08/01@15:20:17,4117,2.8642502,7372.548387096775
2026/08/01@15:20:18,4118,2.8656252,7361.8387096774195
2026/08/01@15:20:19,4119,2.8695002,7351.129032258064
2026/08/01@15:20:20,4120,2.8690002,7340.419354838709
2026/08/01@15:20:21,4121,2.8711252,7329.709677419355
2026/08/01@15:20:22,4122,2.8690002,7319.0
2026/08/01@15:20:23,4123,2.8673752,7309.096774193548
2026/08/01@15:20:24,4124,2.868375,7299.193548387097
2026/08/01@15:20:26,4126,2.86925,7279.387096774193
2026/08/01@15:20:27,4127,2.86525,7269.4838709677415
2026/08/01@15:20:28,4128,2.8620002,7259.580645161291
2026/08/01@15:20:29,4129,2.864,7249.677419354839
2026/08/01@15:20:30,4130,2.8598752,7239.774193548387
2026/08/01@15:20:31,4131,2.8637502,7229.870967741936
2026/08/01@15:20:32,4132,2.877875,7219.967741935484
2026/08/01@15:20:33,4133,2.88575,7210.064516129032
2026/08/01@15:20:34,4134,2.884,7200.1612903225805
2026/08/01@15:20:35,4135,2.884,7190.258064516129
2026/08/01@15:20:36,4136,2.8856252,7180.354838709677
2026/08/01@15:20:38,4138,2.884375,7160.548387096775
2026/08/01@15:20:39,4139,2.879625,7150.645161290323
2026/08/01@15:20:40,4140,2.8705,7140.741935483871
2026/08/01@15:20:41,4141,2.8672502,7130.8387096774195
2026/08/01@15:20:42,4142,2.867875,7120.935483870968
2026/08/01@15:20:43,4143,2.8721252,7111.032258064516
2026/08/01@15:20:44,4144,2.867875,7101.129032258064
2026/08/01@15:20:45,4145,2.8626252,7091.225806451613
2026/08/01@15:20:46,4146,2.860125,7081.322580645161
2026/08/01@15:20:47,4147,2.8615,7071.419354838709
2026/08/01@15:20:48,4148,2.8675,7061.5161290322585
2026/08/01@15:20:50,4150,2.8725002,7041.709677419355
