datetime,elapsed_s,uvindex,Elevation_m
2026/08/01@15:13:16,3697,0.10304348,12617.129032258064
2026/08/01@15:13:17,3698,0.063043476,12602.161290322581
2026/08/01@15:13:18,3699,0.25869566,12587.193548387097
2026/08/01@15:13:19,3700,0.2747826,12572.225806451614
2026/08/01@15:13:20,3701,0.32,12557.258064516129
2026/08/01@15:13:21,3702,0.355652184,12542.290322580646
2026/08/01@15:13:22,3703,0.4604348,12527.322580645161
2026/08/01@15:13:23,3704,0.38956524,12512.354838709678
2026/08/01@15:13:24,3705,0.5008696,12497.387096774193
2026/08/01@15:13:25,3706,0.33173912,12482.41935483871
2026/08/01@15:13:26,3707,0.33086956,12467.451612903225
2026/08/01@15:13:27,3708,0.385652184,12452.483870967742
2026/08/01@15:13:29,3710,0.3773913,12422.548387096775
2026/08/01@15:13:30,3711,0.28869566,12407.58064516129
2026/08/01@15:13:31,3712,0.32,12392.612903225807
2026/08/01@15:13:32,3713,0.27173912,12377.645161290322
2026/08/01@15:13:33,3714,0.07826087,12362.677419354839
2026/08/01@15:13:34,3715,0.20956522,12347.709677419354
2026/08/01@15:13:35,3716,0.1973913,12332.741935483871
2026/08/01@15:13:36,3717,0.05652174,12317.774193548386
2026/08/01@15:13:37,3718,0.112173912,12302.806451612903
2026/08/01@15:13:38,3719,0.078695656,12287.838709677419
2026/08/01@15:13:39,3720,0.10521739,12272.870967741936
2026/08/01@15:13:40,3721,0.000434782632,12257.90322580645
2026/08/01@15:13:42,3723,0.05478261,12227.967741935485
2026/08/01@15:13:43,3724,0.2652174,12213.0
2026/08/01@15:13:44,3725,0.18695652,12197.677419354839
2026/08/01@15:13:45,3726,0.2852174,12182.354838709678
2026/08/01@15:13:46,3727,0.26652176,12167.032258064517
2026/08/01@15:13:47,3728,0.35347824,12151.709677419354
2026/08/01@15:13:48,3729,0.40391304,12136.387096774193
2026/08/01@15:13:49,3730,0.4078261,12121.064516129032
2026/08/01@15:13:50,3731,0.441739136,12105.741935483871
2026/08/01@15:13:51,3732,0.50173916,12090.41935483871
2026/08/01@15:13:52,3733,0.30913044,12075.09677419355
2026/08/01@15:13:53,3734,0.36565216,12059.774193548386
2026/08/01@15:13:55,3736,0.04956522,12029.129032258064
2026/08/01@15:13:56,3737,0.18,12013.806451612903
2026/08/01@15:13:57,3738,0.069565216,11998.483870967742
2026/08/01@15:13:58,3739,0.18043478,11983.161290322581
2026/08/01@15:13:59,3740,0.2669565,11967.838709677419
2026/08/01@15:14:00,3741,0.35304348,11952.516129032258
2026/08/01@15:14:01,3742,0.39086956,11937.193548387097
2026/08/01@15:14:02,3743,0.36391304,11921.870967741936
2026/08/01@15:14:03,3744,0.404782632,11906.548387096775
2026/08/01@15:14:04,3745,0.36739132,11891.225806451614
2026/08/01@15:14:05,3746,0.41826088,11875.90322580645
2026/08/01@15:14:06,3747,0.26565218,11860.58064516129
2026/08/01@15:14:08,3749,0.1852174,11829.935483870968
2026/08/01@15:14:09,3750,0.053043476,11814.612903225807
2026/08/01@15:14:10,3751,0.0030434784,11799.290322580646
2026/08/01@15:14:11,3752,0.21695652,11783.967741935485
2026/08/01@15:14:12,3753,0.27869564,11768.645161290322
2026/08/01@15:14:13,3754,0.24652174,11753.322580645161
2026/08/01@15:14:14,3755,0.3873913,11738.0
2026/08/01@15:14:15,3756,0.4078261,11723.3
2026/08/01@15:14:16,3757,0.40565216,11708.6
2026/08/01@15:14:17,3758,0.4230435,11693.9
2026/08/01@15:14:18,3759,0.31608696,11679.2
2026/08/01@15:14:19,3760,0.32434782,11664.5
2026/08/01@15:14:21,3762,0.379130432,11635.1
2026/08/01@15:14:22,3763,0.26217392,11620.4
2026/08/01@15:14:23,3764,0.19695652,11605.7
2026/08/01@15:14:24,3765,0.051304348,11591.0
2026/08/01@15:14:25,3766,0.08,11576.3
2026/08/01@15:14:26,3767,0.0,11561.6
2026/08/01@15:14:27,3768,0.0,11546.9
2026/08/01@15:14:28,3769,0.19391304,11532.2
2026/08/01@15:14:29,3770,0.28695652,11517.5
2026/08/01@15:14:30,3771,0.2152174,11502.8
2026/08/01@15:14:31,3772,0.33782608,11488.1
2026/08/01@15:14:32,3773,0.343478268,11473.4
2026/08/01@15:14:33,3774,0.43391304,11458.7
2026/08/01@15:14:35,3776,0.344782632,11429.3
2026/08/01@15:14:36,3777,0.37869568,11414.6
2026/08/01@15:14:37,3778,0.36347828,11399.9
2026/08/01@15:14:38,3779,0.3647826,11385.2
2026/08/01@15:14:39,3780,0.047391304,11370.5
2026/08/01@15:14:40,3781,0.187391316,11355.8
2026/08/01@15:14:41,3782,0.080434784,11341.1
2026/08/01@15:14:42,3783,0.2721739,11326.4
2026/08/01@15:14:43,3784,0.060869564,11311.7
2026/08/01@15:14:44,3785,0.31086956,11297.0
2026/08/01@15:14:45,3786,0.18304348,11283.870967741936
2026/08/01@15:14:46,3787,0.36652176,11270.741935483871
2026/08/01@15:14:48,3789,0.38086956,11244.483870967742
2026/08/01@15:14:49,3790,0.394347816,11231.354838709678
2026/08/01@15:14:50,3791,0.38434784,11218.225806451614
2026/08/01@15:14:51,3792,0.4321739,11205.09677419355
2026/08/01@15:14:52,3793,0.38956524,11191.967741935483
2026/08/01@15:14:53,3794,0.45608696,11178.838709677419
2026/08/01@15:14:54,3795,0.44391304,11165.709677419354
2026/08/01@15:14:55,3796,0.398260868,11152.58064516129
2026/08/01@15:14:56,3797,0.35652172,11139.451612903225
2026/08/01@15:14:57,3798,0.37869568,11126.322580645161
2026/08/01@15:14:58,3799,0.58913048,11113.193548387097
2026/08/01@15:14:59,3800,0.6173913,11100.064516129032
2026/08/01@15:15:01,3802,0.54347824,11073.806451612903
2026/08/01@15:15:02,3803,0.3773913,11060.677419354839
2026/08/01@15:15:03,3804,0.2821739,11047.548387096775
2026/08/01@15:15:04,3805,0.380434784,11034.41935483871
2026/08/01@15:15:05,3806,0.36043476,11021.290322580646
2026/08/01@15:15:06,3807,0.373478268,11008.161290322581
2026/08/01@15:15:07,3808,0.385652184,10995.032258064517
2026/08/01@15:15:08,3809,0.3773913,10981.90322580645
2026/08/01@15:15:09,3810,0.35652172,10968.774193548386
2026/08/01@15:15:10,3811,0.31478262,10955.645161290322
2026/08/01@15:15:11,3812,0.24869566,10942.516129032258
2026/08/01@15:15:12,3813,0.08304348,10929.387096774193
2026/08/01@15:15:14,3815,0.047391304,10903.129032258064
2026/08/01@15:15:15,3816,0.27130434,10890.0
2026/08/01@15:15:16,3817,0.33086956,10877.290322580646
2026/08/01@15:15:17,3818,0.38913044,10864.58064516129
2026/08/01@15:15:18,3819,0.44130436,10851.870967741936
2026/08/01@15:15:19,3820,0.5273913,10839.161290322581
2026/08/01@15:15:20,3821,0.40565216,10826.451612903225
2026/08/01@15:15:21,3822,0.2878261,10813.741935483871
2026/08/01@15:15:22,3823,0.1526087,10801.032258064517
2026/08/01@15:15:23,3824,0.05826087,10788.322580645161
2026/08/01@15:15:24,3825,0.113913048,10775.612903225807
2026/08/01@15:15:25,3826,0.231304352,10762.90322580645
2026/08/01@15:15:27,3828,0.28391304,10737.483870967742
2026/08/01@15:15:28,3829,0.3343478,10724.774193548386
2026/08/01@15:15:29,3830,0.29565218,10712.064516129032
2026/08/01@15:15:30,3831,0.30304348,10699.354838709678
2026/08/01@15:15:31,3832,0.3573913,10686.645161290322
2026/08/01@15:15:32,3833,0.4021739,10673.935483870968
2026/08/01@15:15:33,3834,0.43304348,10661.225806451614
2026/08/01@15:15:34,3835,0.368260868,10648.516129032258
2026/08/01@15:15:35,3836,0.4795652,10635.806451612903
2026/08/01@15:15:36,3837,0.480434784,10623.09677419355
2026/08/01@15:15:37,3838,0.29434782,10610.387096774193
2026/08/01@15:15:38,3839,0.38086956,10597.677419354839
2026/08/01@15:15:40,3841,0.3178261,10572.258064516129
2026/08/01@15:15:41,3842,0.21086956,10559.548387096775
2026/08/01@15:15:42,3843,0.26217392,10546.838709677419
2026/08/01@15:15:43,3844,0.113913048,10534.129032258064
2026/08/01@15:15:44,3845,0.052608696,10521.41935483871
2026/08/01@15:15:45,3846,0.0,10508.709677419354
2026/08/01@15:15:46,3847,0.10391305,10496.0
2026/08/01@15:15:47,3848,0.25,10482.9
2026/08/01@15:15:48,3849,0.2630435,10469.8
2026/08/01@15:15:49,3850,0.2273913,10456.7
2026/08/01@15:15:50,3851,0.25130436,10443.6
2026/08/01@15:15:51,3852,0.399565216,10430.5
2026/08/01@15:15:53,3854,0.4073913,10404.3
2026/08/01@15:15:54,3855,0.478695636,10391.2
2026/08/01@15:15:55,3856,0.41652172,10378.1
2026/08/01@15:15:56,3857,0.47913044,10365.0
2026/08/01@15:15:57,3858,0.476086936,10351.9
2026/08/01@15:15:58,3859,0.49565216,10338.8
2026/08/01@15:15:59,3860,0.40826088,10325.7
2026/08/01@15:16:00,3861,0.373478268,10312.6
2026/08/01@15:16:01,3862,0.404782632,10299.5
2026/08/01@15:16:02,3863,0.37173912,10286.4
2026/08/01@15:16:03,3864,0.3026087,10273.3
2026/08/01@15:16:04,3865,0.052608696,10260.2
2026/08/01@15:16:06,3867,0.20565218,10234.0
2026/08/01@15:16:07,3868,0.06,10220.9
2026/08/01@15:16:08,3869,0.09565217,10207.8
2026/08/01@15:16:09,3870,0.14652173,10194.7
2026/08/01@15:16:10,3871,0.18913044,10181.6
2026/08/01@15:16:11,3872,0.23,10168.5
2026/08/01@15:16:12,3873,0.38956524,10155.4
2026/08/01@15:16:13,3874,0.435217368,10142.3
2026/08/01@15:16:14,3875,0.38608696,10129.2
2026/08/01@15:16:15,3876,0.5008696,10116.1
2026/08/01@15:16:16,3877,0.3478261,10103.0
2026/08/01@15:16:17,3878,0.27304348,10091.354838709678
2026/08/01@15:16:18,3879,0.21391304,10079.709677419354
2026/08/01@15:16:20,3881,0.06130435,10056.41935483871
2026/08/01@15:16:21,3882,0.1226087,10044.774193548386
2026/08/01@15:16:22,3883,0.2226087,10033.129032258064
2026/08/01@15:16:23,3884,0.21782608,10021.483870967742
2026/08/01@15:16:24,3885,0.3852174,10009.838709677419
2026/08/01@15:16:25,3886,0.40826088,9998.193548387097
2026/08/01@15:16:26,3887,0.50173916,9986.548387096775
2026/08/01@15:16:27,3888,0.4526087,9974.90322580645
2026/08/01@15:16:28,3889,0.40391304,9963.258064516129
2026/08/01@15:16:29,3890,0.34391304,9951.612903225807
2026/08/01@15:16:30,3891,0.3569565,9939.967741935483
2026/08/01@15:16:31,3892,0.29391304,9928.322580645161
2026/08/01@15:16:33,3894,0.21086956,9905.032258064517
2026/08/01@15:16:34,3895,0.20217392,9893.387096774193
2026/08/01@15:16:35,3896,0.12782608,9881.741935483871
2026/08/01@15:16:36,3897,0.0,9870.09677419355
2026/08/01@15:16:37,3898,0.16173912,9858.451612903225
2026/08/01@15:16:38,3899,0.2773913,9846.806451612903
2026/08/01@15:16:39,3900,0.22391304,9835.161290322581
2026/08/01@15:16:40,3901,0.29,9823.516129032258
2026/08/01@15:16:41,3902,0.1926087,9811.870967741936
2026/08/01@15:16:42,3903,0.351739136,9800.225806451614
2026/08/01@15:16:43,3904,0.391304352,9788.58064516129
2026/08/01@15:16:44,3905,0.440434784,9776.935483870968
2026/08/01@15:16:46,3907,0.3973913,9753.645161290322
2026/08/01@15:16:47,3908,0.39086956,9742.0
2026/08/01@15:16:48,3909,0.28434784,9730.129032258064
2026/08/01@15:16:49,3910,0.17695652,9718.258064516129
2026/08/01@15:16:50,3911,0.052608696,9706.387096774193
2026/08/01@15:16:51,3912,0.24130436,9694.516129032258
2026/08/01@15:16:52,3913,0.27173912,9682.645161290322
2026/08/01@15:16:53,3914,0.32956524,9670.774193548386
2026/08/01@15:16:54,3915,0.39565218,9658.90322580645
2026/08/01@15:16:55,3916,0.406521736,9647.032258064517
2026/08/01@15:16:56,3917,0.46,9635.161290322581
2026/08/01@15:16:57,3918,0.5747826,9623.290322580646
2026/08/01@15:16:59,3919,0.3547826,9599.548387096775
2026/08/01@15:17:00,3921,0.3647826,9587.677419354839
2026/08/01@15:17:01,3922,0.37565216,9575.806451612903
2026/08/01@15:17:02,3923,0.3330435,9563.935483870968
2026/08/01@15:17:03,3924,0.32304348,9552.064516129032
2026/08/01@15:17:04,3925,0.2969565,9540.193548387097
2026/08/01@15:17:05,3926,0.30391306,9528.322580645161
2026/08/01@15:17:06,3927,0.17826086,9516.451612903225
2026/08/01@15:17:07,3928,0.12869565,9504.58064516129
2026/08/01@15:17:08,3929,0.0,9492.709677419354
2026/08/01@15:17:09,3930,0.18391304,9480.838709677419
2026/08/01@15:17:10,3931,0.2804348,9468.967741935483
2026/08/01@15:17:11,3932,0.29347824,9457.09677419355
2026/08/01@15:17:13,3934,0.3926087,9433.354838709678
2026/08/01@15:17:14,3935,0.43,9421.483870967742
2026/08/01@15:17:15,3936,0.48782608,9409.612903225807
2026/08/01@15:17:16,3937,0.3421739,9397.741935483871
2026/08/01@15:17:17,3938,0.41347826,9385.870967741936
2026/08/01@15:17:18,3939,0.19826088,9374.0
2026/08/01@15:17:19,3940,0.19173912,9362.354838709678
2026/08/01@15:17:20,3941,0.0,9350.709677419354
2026/08/01@15:17:21,3942,0.20956522,9339.064516129032
2026/08/01@15:17:22,3943,0.32826088,9327.41935483871
2026/08/01@15:17:23,3944,0.26391304,9315.774193548386
2026/08/01@15:17:24,3945,0.39086956,9304.129032258064
2026/08/01@15:17:26,3947,0.4347826,9280.838709677419
2026/08/01@15:17:27,3948,0.448695636,9269.193548387097
2026/08/01@15:17:28,3949,0.496521736,9257.548387096775
2026/08/01@15:17:29,3950,0.29173914,9245.90322580645
2026/08/01@15:17:30,3951,0.43173912,9234.258064516129
2026/08/01@15:17:31,3952,0.36565216,9222.612903225807
2026/08/01@15:17:32,3953,0.12956522,9210.967741935483
2026/08/01@15:17:33,3954,0.15695652,9199.322580645161
2026/08/01@15:17:34,3955,0.05652174,9187.677419354839
2026/08/01@15:17:35,3956,0.048695652,9176.032258064517
2026/08/01@15:17:36,3957,0.09,9164.387096774193
2026/08/01@15:17:37,3958,0.08608696,9152.741935483871
2026/08/01@15:17:39,3960,0.3078261,9129.451612903225
2026/08/01@15:17:40,3961,0.26347824,9117.806451612903
2026/08/01@15:17:41,3962,0.27,9106.161290322581
2026/08/01@15:17:42,3963,0.39217392,9094.516129032258
2026/08/01@15:17:43,3964,0.3247826,9082.870967741936
2026/08/01@15:17:44,3965,0.43695652,9071.225806451614
2026/08/01@15:17:45,3966,0.29782608,9059.58064516129
2026/08/01@15:17:46,3967,0.3726087,9047.935483870968
2026/08/01@15:17:47,3968,0.41434784,9036.290322580646
2026/08/01@15:17:48,3969,0.40391304,9024.645161290322
2026/08/01@15:17:49,3970,0.4721739,9013.0
2026/08/01@15:17:50,3971,0.36086956,9001.3
2026/08/01@15:17:52,3973,0.388695636,8977.9
2026/08/01@15:17:53,3974,0.27347828,8966.2
2026/08/01@15:17:54,3975,0.187391316,8954.5
2026/08/01@15:17:55,3976,0.067391304,8942.8
2026/08/01@15:17:56,3977,0.000434782632,8931.1
2026/08/01@15:17:57,3978,0.13565217,8919.4
2026/08/01@15:17:58,3979,0.33695652,8907.7
2026/08/01@15:17:59,3980,0.33695652,8896.0
2026/08/01@15:18:00,3981,0.416086936,8884.3
2026/08/01@15:18:01,3982,0.43347828,8872.6
2026/08/01@15:18:02,3983,0.4456522,8860.9
2026/08/01@15:18:03,3984,0.45173912,8849.2
2026/08/01@15:18:05,3986,0.35304348,8825.8
2026/08/01@15:18:06,3987,0.37695652,8814.1
2026/08/01@15:18:07,3988,0.42695652,8802.4
2026/08/01@15:18:08,3989,0.339565216,8790.7
2026/08/01@15:18:09,3990,0.26173912,8779.0
2026/08/01@15:18:10,3991,0.21869566,8767.3
2026/08/01@15:18:11,3992,0.09391304,8755.6
2026/08/01@15:18:12,3993,0.2595652,8743.9
2026/08/01@15:18:13,3994,0.336521736,8732.2
2026/08/01@15:18:14,3995,0.3721739,8720.5
2026/08/01@15:18:15,3996,0.42130436,8708.8
2026/08/01@15:18:16,3997,0.41826088,8697.1
2026/08/01@15:18:18,3999,0.4,8673.7
2026/08/01@15:18:19,4000,0.3078261,8662.0
2026/08/01@15:18:20,4001,0.26913044,8651.0
2026/08/01@15:18:21,4002,0.069565216,8640.0
2026/08/01@15:18:22,4003,0.14652173,8629.0
2026/08/01@15:18:23,4004,0.27913044,8618.0
2026/08/01@15:18:24,4005,0.45086956,8607.0
2026/08/01@15:18:25,4006,0.409130432,8596.0
2026/08/01@15:18:26,4007,0.4226087,8585.0
2026/08/01@15:18:27,4008,0.380434784,8574.0
2026/08/01@15:18:28,4009,0.37869568,8563.0
2026/08/01@15:18:29,4010,0.45043476,8552.0
2026/08/01@15:18:31,4012,0.33347828,8530.0
2026/08/01@15:18:32,4013,0.33,8519.0
2026/08/01@15:18:33,4014,0.38086956,8508.0
2026/08/01@15:18:34,4015,0.3404348,8497.0
2026/08/01@15:18:35,4016,0.2969565,8486.0
2026/08/01@15:18:36,4017,0.236086936,8475.0
2026/08/01@15:18:37,4018,0.10521739,8464.0
2026/08/01@15:18:38,4019,0.02,8453.0
2026/08/01@15:18:39,4020,0.2926087,8442.0
2026/08/01@15:18:40,4021,0.345217368,8431.0
2026/08/01@15:18:41,4022,0.36913044,8420.0
2026/08/01@15:18:42,4023,0.33782608,8409.0
2026/08/01@15:18:44,4025,0.37434784,8387.0
2026/08/01@15:18:45,4026,0.3778261,8376.0
2026/08/01@15:18:46,4027,0.4226087,8365.0
2026/08/01@15:18:47,4028,0.4321739,8354.0
2026/08/01@15:18:48,4029,0.46,8343.0
2026/08/01@15:18:49,4030,0.45086956,8332.0
2026/08/01@15:18:50,4031,0.51521736,8321.0
2026/08/01@15:18:51,4032,0.38347824,8310.032258064517
2026/08/01@15:18:52,4033,0.28173912,8299.064516129032
2026/08/01@15:18:53,4034,0.36869564,8288.09677419355
2026/08/01@15:18:54,4035,0.36043476,8277.129032258064
2026/08/01@15:18:55,4036,0.35217392,8266.161290322581
2026/08/01@15:18:57,4038,0.26652176,8244.225806451614
2026/08/01@15:18:58,4039,0.14086956,8233.258064516129
2026/08/01@15:18:59,4040,0.178695652,8222.290322580646
2026/08/01@15:19:00,4041,0.030434782,8211.322580645161
2026/08/01@15:19:01,4042,0.199130432,8200.354838709678
2026/08/01@15:19:02,4043,0.25434784,8189.387096774193
2026/08/01@15:19:03,4044,0.224347824,8178.419354838709
2026/08/01@15:19:04,4045,0.31304348,8167.451612903225
2026/08/01@15:19:05,4046,0.38782608,8156.483870967742
2026/08/01@15:19:06,4047,0.37565216,8145.5161290322585
2026/08/01@15:19:07,4048,0.406521736,8134.548387096775
2026/08/01@15:19:08,4049,0.44695652,8123.580645161291
2026/08/01@15:19:10,4051,0.4073913,8101.645161290323
2026/08/01@15:19:11,4052,0.351739136,8090.677419354839
2026/08/01@15:19:12,4053,0.39652176,8079.709677419355
2026/08/01@15:19:13,4054,0.5169565,8068.741935483871
2026/08/01@15:19:14,4055,0.44347826,8057.774193548387
2026/08/01@15:19:15,4056,0.55608696,8046.806451612903
2026/08/01@15:19:16,4057,0.39217392,8035.8387096774195
2026/08/01@15:19:17,4058,0.38130436,8024.870967741936
2026/08/01@15:19:18,4059,0.32086956,8013.903225806452
2026/08/01@15:19:19,4060,0.41304348,8002.935483870968
2026/08/01@15:19:20,4061,0.380434784,7991.967741935484
2026/08/01@15:19:21,4062,0.2852174,7981.0
2026/08/01@15:19:23,4064,0.28173912,7959.0
2026/08/01@15:19:24,4065,0.237391316,7948.0
2026/08/01@15:19:25,4066,0.21086956,7937.0
2026/08/01@15:19:26,4067,0.2273913,7926.0
2026/08/01@15:19:27,4068,0.08130435,7915.0
2026/08/01@15:19:28,4069,0.060869564,7904.0
2026/08/01@15:19:29,4070,0.16521738,7893.0
2026/08/01@15:19:30,4071,0.15304348,7882.0
2026/08/01@15:19:31,4072,0.31130436,7871.0
2026/08/01@15:19:32,4073,0.31608696,7860.0
2026/08/01@15:19:33,4074,0.4230435,7849.0
2026/08/01@15:19:34,4075,0.399565216,7838.0
2026/08/01@15:19:36,4077,0.5182609,7816.0
2026/08/01@15:19:37,4078,0.34173912,7805.0
2026/08/01@15:19:38,4079,0.38347824,7794.0
2026/08/01@15:19:39,4080,0.12782608,7783.0
2026/08/01@15:19:40,4081,0.17347826,7772.0
2026/08/01@15:19:41,4082,0.025652174,7761.0
2026/08/01@15:19:42,4083,0.23304348,7750.0
2026/08/01@15:19:43,4084,0.27913044,7739.0
2026/08/01@15:19:44,4085,0.2078261,7728.0
2026/08/01@15:19:45,4086,0.2926087,7717.0
2026/08/01@15:19:46,4087,0.4073913,7706.0
2026/08/01@15:19:47,4088,0.41304348,7695.0
2026/08/01@15:19:49,4090,0.44130436,7673.0
2026/08/01@15:19:50,4091,0.38260868,7662.0
2026/08/01@15:19:51,4092,0.4026087,7651.0
2026/08/01@15:19:52,4093,0.375217368,7640.290322580645
2026/08/01@15:19:53,4094,0.3778261,7629.580645161291
2026/08/01@15:19:54,4095,0.37565216,7618.870967741936
2026/08/01@15:19:55,4096,0.24695652,7608.1612903225805
2026/08/01@15:19:56,4097,0.23,7597.451612903225
2026/08/01@15:19:57,4098,0.045652172,7586.741935483871
2026/08/01@15:19:58,4099,0.3569565,7576.032258064516
2026/08/01@15:19:59,4100,0.37608696,7565.322580645161
2026/08/01@15:20:00,4101,0.32652172,7554.612903225807
2026/08/01@15:20:02,4102,0.36217392,7533.193548387097
2026/08/01@15:20:03,4104,0.25695652,7522.483870967742
2026/08/01@15:20:04,4105,0.29173914,7511.774193548387
2026/08/01@15:20:05,4106,0.2747826,7501.064516129032
2026/08/01@15:20:06,4107,0.3552174,7490.354838709677
2026/08/01@15:20:07,4108,0.2526087,7479.645161290323
2026/08/01@15:20:08,4109,0.18565216,7468.935483870968
2026/08/01@15:20:09,4110,0.11782609,7458.225806451613
2026/08/01@15:20:10,4111,0.067826088,7447.5161290322585
2026/08/01@15:20:11,4112,0.0,7436.806451612903
2026/08/01@15:20:12,4113,0.04695652,7426.096774193548
2026/08/01@15:20:13,4114,0.04478261,7415.387096774193
2026/08/01@15:20:14,4115,0.017391304,7404.677419354839
2026/08/01@15:20:16,4117,0.10391305,7383.258064516129
2026/08/01@15:20:17,4118,0.047826084,7372.548387096775
2026/08/01@15:20:18,4119,0.113913048,7361.8387096774195
2026/08/01@15:20:19,4120,0.074347824,7351.129032258064
2026/08/01@15:20:20,4121,0.19347826,7340.419354838709
2026/08/01@15:20:21,4122,0.33,7329.709677419355
2026/08/01@15:20:22,4123,0.2504348,7319.0
2026/08/01@15:20:23,4124,0.21304348,7309.096774193548
2026/08/01@15:20:24,4125,0.26,7299.193548387097
2026/08/01@15:20:25,4126,0.43869564,7289.290322580645
2026/08/01@15:20:26,4127,0.400869568,7279.387096774193
2026/08/01@15:20:27,4128,0.441739136,7269.4838709677415
2026/08/01@15:20:29,4130,0.42173912,7249.677419354839
2026/08/01@15:20:30,4131,0.4795652,7239.774193548387
2026/08/01@15:20:31,4132,0.38391304,7229.870967741936
2026/08/01@15:20:32,4133,0.47130436,7219.967741935484
2026/08/01@15:20:33,4134,0.4078261,7210.064516129032
2026/08/01@15:20:34,4135,0.38260868,7200.1612903225805
2026/08/01@15:20:35,4136,0.4147826,7190.258064516129
2026/08/01@15:20:36,4137,0.39782608,7180.354838709677
2026/08/01@15:20:37,4138,0.338260868,7170.451612903225
2026/08/01@15:20:38,4139,0.26217392,7160.548387096775
2026/08/01@15:20:39,4140,0.22956522,7150.645161290323
2026/08/01@15:20:40,4141,0.21695652,7140.741935483871
2026/08/01@15:20:42,4143,0.248260868,7120.935483870968
2026/08/01@15:20:43,4144,0.16652174,7111.032258064516
2026/08/01@15:20:44,4145,0.043913044,7101.129032258064
2026/08/01@15:20:45,4146,0.02826087,7091.225806451613
2026/08/01@15:20:46,4147,0.3043478,7081.322580645161
2026/08/01@15:20:47,4148,0.3047826,7071.419354838709
2026/08/01@15:20:48,4149,0.17217392,7061.5161290322585
2026/08/01@15:20:49,4150,0.398260868,7051.612903225807
2026/08/01@15:20:50,4151,0.394347816,7041.709677419355
2026/08/01@15:20:51,4152,0.35391304,7031.806451612903
2026/08/01@15:20:52,4153,0.373478268,7021.903225806452
2026/08/01@15:20:53,4154,0.36347828,7012.0
2026/08/01@15:20:55,4156,0.3573913,6990.967741935484
2026/08/01@15:20:56,4157,0.42086956,6980.451612903225
2026/08/01@15:20:57,4158,0.36217392,6969.935483870968
2026/08/01@15:20:58,4159,0.23434782,6959.419354838709
2026/08/01@15:20:59,4160,0.25434784,6948.903225806452
2026/08/01@15:21:00,4161,0.100869568,6938.387096774193
2026/08/01@15:21:01,4162,0.17,6927.870967741936
2026/08/01@15:21:02,4163,0.08173913,6917.354838709677
2026/08/01@15:21:03,4164,0.03173913,6906.8387096774195
2026/08/01@15:21:04,4165,0.015652174,6896.322580645161
2026/08/01@15:21:05,4166,0.24869566,6885.806451612903
2026/08/01@15:21:06,4167,0.338260868,6875.290322580645
2026/08/01@15:21:08,4169,0.31826088,6854.258064516129
2026/08/01@15:21:09,4170,0.399565216,6843.741935483871
2026/08/01@15:21:10,4171,0.3726087,6833.225806451613
2026/08/01@15:21:11,4172,0.3930435,6822.709677419355
2026/08/01@15:21:12,4173,0.40130432,6812.193548387097
2026/08/01@15:21:13,4174,0.44652172,6801.677419354839
2026/08/01@15:21:14,4175,0.48608696,6791.1612903225805
2026/08/01@15:21:15,4176,0.5521739,6780.645161290323
2026/08/01@15:21:16,4177,0.32434782,6770.129032258064
2026/08/01@15:21:17,4178,0.3973913,6759.612903225807
2026/08/01@15:21:18,4179,0.3247826,6749.096774193548
2026/08/01@15:21:19,4180,0.29782608,6738.580645161291
2026/08/01@15:21:21,4182,0.07826087,6717.548387096775
2026/08/01@15:21:22,4183,0.072608696,6707.032258064516
2026/08/01@15:21:23,4184,0.053043476,6696.516129032258
2026/08/01@15:21:24,4185,0.0,6686.0
2026/08/01@15:21:25,4186,0.14434783,6675.333333333333
2026/08/01@15:21:26,4187,0.19652174,6664.666666666667
2026/08/01@15:21:27,4188,0.22391304,6654.0
2026/08/01@15:21:28,4189,0.35304348,6643.333333333333
2026/08/01@15:21:29,4190,0.19173912,6632.666666666667
2026/08/01@15:21:30,4191,0.33086956,6622.0
2026/08/01@15:21:31,4192,0.4678261,6611.333333333333
2026/08/01@15:21:32,4193,0.27565216,6600.666666666667
2026/08/01@15:21:34,4194,0.33173912,6579.333333333333
2026/08/01@15:21:35,4196,0.30304348,6568.666666666667
2026/08/01@15:21:36,4197,0.350434784,6558.0
2026/08/01@15:21:37,4198,0.3930435,6547.333333333333
2026/08/01@15:21:38,4199,0.37173912,6536.666666666667
2026/08/01@15:21:39,4200,0.3947826,6526.0
2026/08/01@15:21:40,4201,0.3869565,6515.333333333333
2026/08/01@15:21:41,4202,0.4078261,6504.666666666667
2026/08/01@15:21:42,4203,0.41304348,6494.0
2026/08/01@15:21:43,4204,0.3573913,6483.333333333333
2026/08/01@15:21:44,4205,0.18173914,6472.666666666667
2026/08/01@15:21:45,4206,0.34391304,6462.0
2026/08/01@15:21:46,4207,0.30956522,6451.333333333333
2026/08/01@15:21:48,4209,0.21304348,6430.0
2026/08/01@15:21:49,4210,0.195652176,6419.333333333333
2026/08/01@15:21:50,4211,0.21782608,6408.666666666667
2026/08/01@15:21:51,4212,0.20347826,6398.0
2026/08/01@15:21:52,4213,0.236086936,6387.333333333333
2026/08/01@15:21:53,4214,0.28565216,6376.666666666667
2026/08/01@15:21:54,4215,0.2073913,6366.0
2026/08/01@15:21:55,4216,0.15304348,6355.870967741936
2026/08/01@15:21:56,4217,0.10521739,6345.741935483871
2026/08/01@15:21:57,4218,0.0,6335.612903225807
