datetime,elapsed_s,gas1
2026/08/01@16:33:23,8505,3.9928126
2026/08/01@16:33:24,8506,3.99075
2026/08/01@16:33:25,8507,3.98643768
2026/08/01@16:33:26,8508,3.97462532
2026/08/01@16:33:27,8509,3.96112532
2026/08/01@16:33:28,8510,3.8638124
2026/08/01@16:33:30,8512,2.7500628
2026/08/01@16:33:31,8513,2.7483752
2026/08/01@16:33:32,8514,3.80250016
2026/08/01@16:33:33,8515,4.216313
2026/08/01@16:33:34,8516,4.2510004
2026/08/01@16:33:35,8517,4.2555004
2026/08/01@16:33:36,8518,4.052625
2026/08/01@16:33:37,8519,4.1025
2026/08/01@16:33:38,8520,4.248
2026/08/01@16:33:39,8521,4.183875
2026/08/01@16:33:40,8522,4.2581252
2026/08/01@16:33:41,8523,4.2459372
2026/08/01@16:33:43,8525,4.253625
2026/08/01@16:33:44,8526,4.227375
2026/08/01@16:33:45,8527,4.2528752
2026/08/01@16:33:46,8528,4.2502504
2026/08/01@16:33:47,8529,4.2384376
2026/08/01@16:33:48,8530,4.217063
2026/08/01@16:33:49,8531,4.283625
2026/08/01@16:33:50,8532,4.2547504
2026/08/01@16:33:51,8533,4.2635628
2026/08/01@16:33:52,8534,4.2660004
2026/08/01@16:33:53,8535,4.262625
2026/08/01@16:33:54,8536,4.2669376
2026/08/01@16:33:56,8538,4.2748128
2026/08/01@16:33:57,8539,4.273875
2026/08/01@16:33:58,8540,4.2705
2026/08/01@16:33:59,8541,4.2496876
2026/08/01@16:34:00,8542,4.234875
2026/08/01@16:34:01,8543,4.239563
2026/08/01@16:34:02,8544,4.2560624
2026/08/01@16:34:03,8545,4.243125
2026/08/01@16:34:04,8546,4.243875
2026/08/01@16:34:05,8547,4.2416252
2026/08/01@16:34:06,8548,4.24125
2026/08/01@16:34:08,8549,4.2337504
2026/08/01@16:34:09,8551,4.2337504
2026/08/01@16:34:10,8552,4.2339376
2026/08/01@16:34:11,8553,4.2303752
2026/08/01@16:34:12,8554,4.226813
2026/08/01@16:34:13,8555,4.229438
2026/08/01@16:34:14,8556,4.218938
2026/08/01@16:34:15,8557,4.2133124
2026/08/01@16:34:16,8558,4.1900624
2026/08/01@16:34:17,8559,4.2088128
2026/08/01@16:34:18,8560,4.2196876
2026/08/01@16:34:19,8561,4.210125
2026/08/01@16:34:21,8563,4.1925
2026/08/01@16:34:22,8564,4.14225
2026/08/01@16:34:23,8565,4.207125
2026/08/01@16:34:24,8566,4.216875
2026/08/01@16:34:25,8567,4.2198752
2026/08/01@16:34:26,8568,3.8139376
2026/08/01@16:34:27,8569,3.9187504
2026/08/01@16:34:28,8570,3.8173128
2026/08/01@16:34:29,8571,4.012125
2026/08/01@16:34:30,8572,3.8523752
2026/08/01@16:34:31,8573,3.707625
2026/08/01@16:34:32,8574,3.6710624
2026/08/01@16:34:34,8576,3.8866876
2026/08/01@16:34:35,8577,3.8930626
2026/08/01@16:34:36,8578,3.84825
2026/08/01@16:34:37,8579,3.6408754
2026/08/01@16:34:38,8580,4.1583752
2026/08/01@16:34:39,8581,4.189125
2026/08/01@16:34:40,8582,4.133063
2026/08/01@16:34:41,8583,3.7638752
2026/08/01@16:34:42,8584,3.73575016
2026/08/01@16:34:43,8585,3.70556268
2026/08/01@16:34:44,8586,4.0698752
2026/08/01@16:34:45,8587,4.071188
2026/08/01@16:34:47,8589,4.057313
2026/08/01@16:34:48,8590,4.0998756
2026/08/01@16:34:49,8591,4.0790624
2026/08/01@16:34:50,8592,3.8705628
2026/08/01@16:34:51,8593,4.007625
2026/08/01@16:34:52,8594,4.393125
2026/08/01@16:34:53,8595,3.98081236
2026/08/01@16:34:54,8596,4.2975008
2026/08/01@16:34:55,8597,4.1823752
2026/08/01@16:34:56,8598,4.1683124
2026/08/01@16:34:57,8599,4.1531252
2026/08/01@16:34:58,8600,4.143563
2026/08/01@16:35:00,8602,4.055438
2026/08/01@16:35:01,8603,4.1947504
2026/08/01@16:35:02,8604,4.1529376
2026/08/01@16:35:03,8605,4.1941876
2026/08/01@16:35:04,8606,4.194375
2026/08/01@16:35:05,8607,4.179
2026/08/01@16:35:06,8608,4.166625
2026/08/01@16:35:07,8609,4.153688
2026/08/01@16:35:08,8610,4.1728124
2026/08/01@16:35:09,8611,4.1428128
2026/08/01@16:35:10,8612,4.176375
2026/08/01@16:35:11,8613,4.1424376
2026/08/01@16:35:13,8615,4.1263128
2026/08/01@16:35:14,8616,3.982875
2026/08/01@16:35:15,8617,4.08675
2026/08/01@16:35:16,8618,3.9918752
2026/08/01@16:35:17,8619,4.090875
2026/08/01@16:35:18,8620,3.9440628
2026/08/01@16:35:19,8621,3.74568768
2026/08/01@16:35:20,8622,3.8666252
2026/08/01@16:35:21,8623,3.9858752
2026/08/01@16:35:22,8624,3.8576252
2026/08/01@16:35:23,8625,4.046625
2026/08/01@16:35:25,8627,3.7666876
2026/08/01@16:35:26,8628,4.0095
2026/08/01@16:35:27,8629,4.0265628
2026/08/01@16:35:28,8630,4.0168124
2026/08/01@16:35:29,8631,4.0027504
2026/08/01@16:35:30,8632,3.9980628
2026/08/01@16:35:31,8633,3.9530626
2026/08/01@16:35:32,8634,3.76518768
2026/08/01@16:35:33,8635,3.76837536
2026/08/01@16:35:34,8636,3.7843128
2026/08/01@16:35:35,8637,3.853125
2026/08/01@16:35:36,8638,3.82950032
2026/08/01@16:35:38,8640,3.4020002
2026/08/01@16:35:39,8641,4.0198124
2026/08/01@16:35:40,8642,4.2219376
2026/08/01@16:35:41,8643,4.2090008
2026/08/01@16:35:42,8644,4.1887504
2026/08/01@16:35:43,8645,4.166625
2026/08/01@16:35:44,8646,3.94631268
2026/08/01@16:35:45,8647,4.1698128
2026/08/01@16:35:46,8648,4.1850004
2026/08/01@16:35:47,8649,4.195875
2026/08/01@16:35:48,8650,4.206375
2026/08/01@16:35:49,8651,4.20975
2026/08/01@16:35:51,8653,4.3186876
2026/08/01@16:35:52,8654,3.87225
2026/08/01@16:35:53,8655,3.9
2026/08/01@16:35:54,8656,3.8591252
2026/08/01@16:35:55,8657,4.278938
2026/08/01@16:35:56,8658,4.1955004
2026/08/01@16:35:57,8659,4.1919376
2026/08/01@16:35:58,8660,4.195125
2026/08/01@16:35:59,8661,4.1921252
2026/08/01@16:36:00,8662,4.1795624
2026/08/01@16:36:01,8663,4.09875
2026/08/01@16:36:02,8664,4.092188
2026/08/01@16:36:04,8666,3.9444376
2026/08/01@16:36:05,8667,3.8805004
2026/08/01@16:36:06,8668,3.80981236
2026/08/01@16:36:07,8669,3.81600032
2026/08/01@16:36:08,8670,3.4760628
2026/08/01@16:36:09,8671,3.91218784
2026/08/01@16:36:10,8672,4.0211252
2026/08/01@16:36:11,8673,4.033125
2026/08/01@16:36:12,8674,4.036688
2026/08/01@16:36:13,8675,4.0291876
2026/08/01@16:36:14,8676,4.035938
2026/08/01@16:36:16,8678,4.035938
2026/08/01@16:36:17,8679,4.018125
2026/08/01@16:36:18,8680,4.02975
2026/08/01@16:36:19,8681,4.0299376
2026/08/01@16:36:20,8682,4.026
2026/08/01@16:36:21,8683,4.0258124
2026/08/01@16:36:22,8684,4.026188
2026/08/01@16:36:23,8685,4.0273124
2026/08/01@16:36:24,8686,4.024875
2026/08/01@16:36:25,8687,4.0215008
2026/08/01@16:36:26,8688,4.0998756
2026/08/01@16:36:27,8689,4.101563
2026/08/01@16:36:29,8691,4.1038128
2026/08/01@16:36:30,8692,4.1049376
2026/08/01@16:36:31,8693,4.1055
2026/08/01@16:36:32,8694,4.1055
2026/08/01@16:36:33,8695,4.10475
2026/08/01@16:36:34,8696,4.1034376
2026/08/01@16:36:35,8697,4.102313
2026/08/01@16:36:36,8698,4.1011876
2026/08/01@16:36:37,8699,4.101563
2026/08/01@16:36:38,8700,4.1025
2026/08/01@16:36:39,8701,4.1025
2026/08/01@16:36:40,8702,4.102125
2026/08/01@16:36:42,8704,4.101938
2026/08/01@16:36:43,8705,4.101563
2026/08/01@16:36:44,8706,4.1010004
2026/08/01@16:36:45,8707,4.100625
2026/08/01@16:36:46,8708,4.1000624
2026/08/01@16:36:47,8709,4.0991252
2026/08/01@16:36:48,8710,4.097063
2026/08/01@16:36:49,8711,4.0963124
2026/08/01@16:36:50,8712,4.091625
2026/08/01@16:36:51,8713,4.07625
2026/08/01@16:36:52,8714,4.0771876
2026/08/01@16:36:53,8715,4.086188
2026/08/01@16:36:55,8717,4.086563
2026/08/01@16:36:56,8718,4.086375
2026/08/01@16:36:57,8719,4.086188
2026/08/01@16:36:58,8720,4.0850624
2026/08/01@16:36:59,8721,4.079625
2026/08/01@16:37:00,8722,4.0790624
2026/08/01@16:37:01,8723,4.0790624
2026/08/01@16:37:02,8724,4.0779376
2026/08/01@16:37:03,8725,4.07775
2026/08/01@16:37:04,8726,4.0753124
2026/08/01@16:37:05,8727,4.072875
2026/08/01@16:37:06,8728,4.0695
2026/08/01@16:37:08,8730,4.0443752
2026/08/01@16:37:09,8731,4.022625
2026/08/01@16:37:10,8732,4.0158752
2026/08/01@16:37:11,8733,4.026
2026/08/01@16:37:12,8734,4.0213128
2026/08/01@16:37:13,8735,4.02
2026/08/01@16:37:14,8736,3.9680624
2026/08/01@16:37:15,8737,3.74925
2026/08/01@16:37:16,8738,3.96731268
2026/08/01@16:37:17,8739,3.98231268
2026/08/01@16:37:18,8740,3.976688
2026/08/01@16:37:19,8741,3.966
2026/08/01@16:37:21,8743,3.9399376
2026/08/01@16:37:22,8744,3.97350032
2026/08/01@16:37:23,8745,4.035375
2026/08/01@16:37:24,8746,4.042125
2026/08/01@16:37:25,8747,4.045125
2026/08/01@16:37:26,8748,4.0462504
2026/08/01@16:37:27,8749,4.05
2026/08/01@16:37:28,8750,4.0513124
2026/08/01@16:37:29,8751,4.0513124
2026/08/01@16:37:30,8752,4.052625
2026/08/01@16:37:31,8753,4.0535628
2026/08/01@16:37:32,8754,4.0539376
2026/08/01@16:37:34,8756,4.0548752
2026/08/01@16:37:35,8757,4.0548752
2026/08/01@16:37:36,8758,4.05525
2026/08/01@16:37:37,8759,4.055438
2026/08/01@16:37:38,8760,4.055625
2026/08/01@16:37:39,8761,4.055813
2026/08/01@16:37:40,8762,4.0561876
2026/08/01@16:37:41,8763,4.055813
2026/08/01@16:37:42,8764,4.055063
2026/08/01@16:37:43,8765,4.05525
2026/08/01@16:37:44,8766,4.05525
2026/08/01@16:37:45,8767,4.056
2026/08/01@16:37:47,8769,4.055438
2026/08/01@16:37:48,8770,4.055063
2026/08/01@16:37:49,8771,4.055438
2026/08/01@16:37:50,8772,4.0561876
2026/08/01@16:37:51,8773,4.3916252
2026/08/01@16:37:52,8774,4.3987504
2026/08/01@16:37:53,8775,4.4015628
2026/08/01@16:37:54,8776,4.400438
2026/08/01@16:37:55,8777,4.4060624
2026/08/01@16:37:56,8778,4.4075628
2026/08/01@16:37:57,8779,4.4066252
2026/08/01@16:37:59,8781,4.4034376
2026/08/01@16:38:00,8782,4.4025
2026/08/01@16:38:01,8783,4.4019376
2026/08/01@16:38:02,8784,4.399125
2026/08/01@16:38:03,8785,4.3970624
2026/08/01@16:38:04,8786,4.3905
2026/08/01@16:38:05,8787,4.383563
2026/08/01@16:38:06,8788,4.38
2026/08/01@16:38:07,8789,4.3636876
2026/08/01@16:38:08,8790,4.0436252
2026/08/01@16:38:09,8791,4.0423124
2026/08/01@16:38:10,8792,4.041188
2026/08/01@16:38:12,8794,4.041188
2026/08/01@16:38:13,8795,4.0404376
2026/08/01@16:38:14,8796,4.039875
2026/08/01@16:38:15,8797,4.04025
2026/08/01@16:38:16,8798,4.0389376
2026/08/01@16:38:17,8799,4.038
2026/08/01@16:38:18,8800,4.0368752
2026/08/01@16:38:19,8801,4.036125
2026/08/01@16:38:20,8802,4.040063
2026/08/01@16:38:21,8803,4.033125
2026/08/01@16:38:22,8804,4.030688
2026/08/01@16:38:23,8805,4.023375
2026/08/01@16:38:25,8807,4.0205628
2026/08/01@16:38:26,8808,4.0171876
2026/08/01@16:38:27,8809,3.1436252
2026/08/01@16:38:28,8810,3.9988126
2026/08/01@16:38:29,8811,4.0074376
2026/08/01@16:38:30,8812,4.0126876
2026/08/01@16:38:31,8813,4.0108128
2026/08/01@16:38:32,8814,4.003875
2026/08/01@16:38:33,8815,4.0106252
2026/08/01@16:38:34,8816,4.014
2026/08/01@16:38:35,8817,4.0168124
2026/08/01@16:38:36,8818,4.01475
2026/08/01@16:38:38,8820,4.017563
2026/08/01@16:38:39,8821,4.0203752
2026/08/01@16:38:40,8822,4.0276876
2026/08/01@16:38:41,8823,4.0275
2026/08/01@16:38:42,8824,4.135125
2026/08/01@16:38:43,8825,3.79931268
2026/08/01@16:38:44,8826,3.73425
2026/08/01@16:38:45,8827,3.78225032
2026/08/01@16:38:46,8828,4.00875
2026/08/01@16:38:47,8829,4.0605
2026/08/01@16:38:48,8830,4.0490628
2026/08/01@16:38:50,8831,4.2825004
2026/08/01@16:38:51,8833,4.1362504
2026/08/01@16:38:52,8834,4.1064376
2026/08/01@16:38:53,8835,4.045875
2026/08/01@16:38:54,8836,3.9999376
2026/08/01@16:38:55,8837,4.0290004
2026/08/01@16:38:56,8838,4.015688
2026/08/01@16:38:57,8839,3.8585624
2026/08/01@16:38:58,8840,3.97575
2026/08/01@16:38:59,8841,3.9877504
2026/08/01@16:39:00,8842,3.9913124
2026/08/01@16:39:01,8843,3.9943128
2026/08/01@16:39:03,8845,3.9901876
2026/08/01@16:39:04,8846,4.0160628
2026/08/01@16:39:05,8847,3.99825032
2026/08/01@16:39:06,8848,3.8266876
2026/08/01@16:39:07,8849,3.9785628
2026/08/01@16:39:08,8850,3.79875
2026/08/01@16:39:09,8851,3.83418784
2026/08/01@16:39:10,8852,3.83943768
2026/08/01@16:39:11,8853,3.9136876
2026/08/01@16:39:12,8854,3.8047504
2026/08/01@16:39:13,8855,3.9418124
2026/08/01@16:39:14,8856,3.93206268
2026/08/01@16:39:16,8858,3.95550032
2026/08/01@16:39:17,8859,3.96525
2026/08/01@16:39:18,8860,3.7125
2026/08/01@16:39:19,8861,3.71700032
2026/08/01@16:39:20,8862,3.9969378
2026/08/01@16:39:21,8863,4.0318128
2026/08/01@16:39:22,8864,4.1405624
2026/08/01@16:39:23,8865,4.1578124
2026/08/01@16:39:24,8866,4.3089376
2026/08/01@16:39:25,8867,4.3104376
2026/08/01@16:39:26,8868,4.317188
2026/08/01@16:39:27,8869,4.317375
2026/08/01@16:39:29,8871,4.3029376
2026/08/01@16:39:30,8872,4.2806252
2026/08/01@16:39:31,8873,4.190813
2026/08/01@16:39:32,8874,4.1623124
2026/08/01@16:39:33,8875,4.278938
2026/08/01@16:39:34,8876,4.2875624
2026/08/01@16:39:35,8877,4.29225
2026/08/01@16:39:36,8878,4.2990004
2026/08/01@16:39:37,8879,4.2984376
2026/08/01@16:39:38,8880,4.296188
2026/08/01@16:39:39,8881,4.2945004
2026/08/01@16:39:40,8882,4.289625
2026/08/01@16:39:42,8884,4.2858752
2026/08/01@16:39:43,8885,4.2489376
2026/08/01@16:39:44,8886,4.192688
2026/08/01@16:39:45,8887,4.138688
2026/08/01@16:39:46,8888,4.146188
2026/08/01@16:39:47,8889,4.3042504
2026/08/01@16:39:48,8890,4.1769376
2026/08/01@16:39:49,8891,4.0584372
2026/08/01@16:39:50,8892,4.220813
2026/08/01@16:39:51,8893,4.2410628
2026/08/01@16:39:52,8894,4.2466876
2026/08/01@16:39:54,8896,4.2459372
2026/08/01@16:39:55,8897,4.2410628
2026/08/01@16:39:56,8898,4.246125
2026/08/01@16:39:57,8899,4.2457504
2026/08/01@16:39:58,8900,4.2436876
2026/08/01@16:39:59,8901,4.1945624
2026/08/01@16:40:00,8902,4.1371876
2026/08/01@16:40:01,8903,4.096688
2026/08/01@16:40:02,8904,4.2858752
2026/08/01@16:40:03,8905,4.24875
2026/08/01@16:40:04,8906,4.022625
2026/08/01@16:40:05,8907,3.9596252
2026/08/01@16:40:07,8909,3.6776252
2026/08/01@16:40:08,8910,3.99450016
2026/08/01@16:40:09,8911,3.96675016
2026/08/01@16:40:10,8912,3.9461252
2026/08/01@16:40:11,8913,3.89831268
2026/08/01@16:40:12,8914,4.0239376
2026/08/01@16:40:13,8915,2.7466876
2026/08/01@16:40:14,8916,3.6185628
2026/08/01@16:40:15,8917,3.1061248
2026/08/01@16:40:16,8918,2.7628126
2026/08/01@16:40:17,8919,4.0618124
2026/08/01@16:40:18,8920,3.869625
2026/08/01@16:40:20,8922,3.85256268
2026/08/01@16:40:21,8923,3.8385
2026/08/01@16:40:22,8924,3.7186876
2026/08/01@16:40:23,8925,4.393125
2026/08/01@16:40:24,8926,4.4139376
2026/08/01@16:40:25,8927,4.4186252
2026/08/01@16:40:26,8928,4.422375
2026/08/01@16:40:27,8929,4.4240628
2026/08/01@16:40:28,8930,4.426125
2026/08/01@16:40:29,8931,4.4272504
2026/08/01@16:40:30,8932,4.4266876
2026/08/01@16:40:31,8933,4.4265004
2026/08/01@16:40:33,8935,4.4263124
2026/08/01@16:40:34,8936,4.4246252
2026/08/01@16:40:35,8937,4.4231252
2026/08/01@16:40:36,8938,4.420125
2026/08/01@16:40:37,8939,4.4133752
2026/08/01@16:40:38,8940,4.409813
2026/08/01@16:40:39,8941,4.405125
2026/08/01@16:40:40,8942,4.399688
2026/08/01@16:40:41,8943,4.336313
2026/08/01@16:40:42,8944,4.3072504
2026/08/01@16:40:43,8945,4.2635628
2026/08/01@16:40:45,8947,4.079625
2026/08/01@16:40:46,8948,4.2770624
2026/08/01@16:40:47,8949,4.243875
2026/08/01@16:40:48,8950,4.20825
2026/08/01@16:40:49,8951,4.221
2026/08/01@16:40:50,8952,4.213125
2026/08/01@16:40:51,8953,3.5578128
2026/08/01@16:40:52,8954,4.1289376
2026/08/01@16:40:53,8955,4.1842504
2026/08/01@16:40:54,8956,4.221563
2026/08/01@16:40:55,8957,4.2375
2026/08/01@16:40:56,8958,4.245375
2026/08/01@16:40:58,8960,4.2823124
2026/08/01@16:40:59,8961,4.2883124
2026/08/01@16:41:00,8962,4.293
2026/08/01@16:41:01,8963,4.2973128
2026/08/01@16:41:02,8964,4.3016252
2026/08/01@16:41:03,8965,4.3042504
2026/08/01@16:41:04,8966,4.306125
2026/08/01@16:41:05,8967,4.307438
2026/08/01@16:41:06,8968,4.3080008
2026/08/01@16:41:07,8969,4.3128752
2026/08/01@16:41:08,8970,4.3183128
2026/08/01@16:41:09,8971,4.314563
2026/08/01@16:41:11,8973,4.3254376
2026/08/01@16:41:12,8974,4.3404376
2026/08/01@16:41:13,8975,4.342125
2026/08/01@16:41:14,8976,4.3531876
2026/08/01@16:41:15,8977,4.3515
2026/08/01@16:41:16,8978,4.3492504
2026/08/01@16:41:17,8979,4.3468128
2026/08/01@16:41:18,8980,4.343625
2026/08/01@16:41:19,8981,4.3876876
2026/08/01@16:41:20,8982,4.3824376
2026/08/01@16:41:21,8983,4.3593756
2026/08/01@16:41:22,8984,4.2581252
2026/08/01@16:41:24,8986,3.913125
2026/08/01@16:41:25,8987,4.2052504
2026/08/01@16:41:26,8988,4.2855
2026/08/01@16:41:27,8989,4.304063
2026/08/01@16:41:28,8990,4.3203756
2026/08/01@16:41:29,8991,4.3494376
2026/08/01@16:41:30,8992,4.367438
2026/08/01@16:41:31,8993,4.3717504
2026/08/01@16:41:32,8994,4.373438
2026/08/01@16:41:33,8995,4.3895624
2026/08/01@16:41:34,8996,4.2358128
2026/08/01@16:41:35,8997,4.3181252
2026/08/01@16:41:37,8999,4.3301252
2026/08/01@16:41:38,9000,4.323375
2026/08/01@16:41:39,9001,4.2686252
2026/08/01@16:41:40,9002,4.173938
2026/08/01@16:41:41,9003,3.8205004
2026/08/01@16:41:42,9004,4.0541252
2026/08/01@16:41:43,9005,4.123875
2026/08/01@16:41:44,9006,4.07025
2026/08/01@16:41:45,9007,3.74925
2026/08/01@16:41:46,9008,2.75025
2026/08/01@16:41:47,9009,3.7895628
2026/08/01@16:41:48,9010,4.1621256
2026/08/01@16:41:50,9012,3.9684376
2026/08/01@16:41:51,9013,3.94293784
2026/08/01@16:41:52,9014,4.1364376
2026/08/01@16:41:53,9015,4.16625
2026/08/01@16:41:54,9016,4.1535
2026/08/01@16:41:55,9017,4.158
2026/08/01@16:41:56,9018,4.1098128
2026/08/01@16:41:57,9019,4.076625
2026/08/01@16:41:58,9020,4.057125
2026/08/01@16:41:59,9021,4.0408124
2026/08/01@16:42:00,9022,3.21525
2026/08/01@16:42:01,9023,3.4756876
2026/08/01@16:42:03,9025,3.7771876
2026/08/01@16:42:04,9026,3.8908128
2026/08/01@16:42:05,9027,3.9761252
2026/08/01@16:42:06,9028,4.028063
2026/08/01@16:42:07,9029,4.101938
2026/08/01@16:42:08,9030,4.079625
2026/08/01@16:42:09,9031,3.907875
2026/08/01@16:42:10,9032,4.2575624
2026/08/01@16:42:11,9033,4.279313
2026/08/01@16:42:12,9034,4.160063
2026/08/01@16:42:13,9035,4.2414376
2026/08/01@16:42:14,9036,4.2283124
2026/08/01@16:42:16,9038,4.1973752
2026/08/01@16:42:17,9039,4.06425
2026/08/01@16:42:18,9040,3.9796876
2026/08/01@16:42:19,9041,3.95175
2026/08/01@16:42:20,9042,3.8248124
2026/08/01@16:42:21,9043,4.05075
2026/08/01@16:42:22,9044,4.0040628
2026/08/01@16:42:23,9045,3.84356268
2026/08/01@16:42:24,9046,3.9961876
2026/08/01@16:42:25,9047,3.50756268
2026/08/01@16:42:26,9048,3.9780002
2026/08/01@16:42:28,9050,3.9603752
2026/08/01@16:42:29,9051,3.8915628
2026/08/01@16:42:30,9052,4.16325
2026/08/01@16:42:31,9053,4.243125
2026/08/01@16:42:32,9054,4.221563
2026/08/01@16:42:33,9055,4.0655628
2026/08/01@16:42:34,9056,4.1724376
2026/08/01@16:42:35,9057,4.1420628
2026/08/01@16:42:36,9058,4.1829376
2026/08/01@16:42:37,9059,4.2191252
2026/08/01@16:42:38,9060,4.206938
2026/08/01@16:42:39,9061,4.251375
2026/08/01@16:42:41,9063,4.222313
2026/08/01@16:42:42,9064,4.19775
2026/08/01@16:42:43,9065,4.22325
2026/08/01@16:42:44,9066,4.2718124
2026/08/01@16:42:45,9067,4.249125
2026/08/01@16:42:46,9068,4.251938
2026/08/01@16:42:47,9069,4.2240004
2026/08/01@16:42:48,9070,4.2442504
2026/08/01@16:42:49,9071,4.2350624
2026/08/01@16:42:50,9072,4.2204376
2026/08/01@16:42:51,9073,4.1465624
2026/08/01@16:42:52,9074,4.0745624
2026/08/01@16:42:54,9076,4.1017504
2026/08/01@16:42:55,9077,4.12425
2026/08/01@16:42:56,9078,4.13925
2026/08/01@16:42:57,9079,4.101938
2026/08/01@16:42:58,9080,4.0627504
2026/08/01@16:42:59,9081,4.031438
2026/08/01@16:43:00,9082,4.0496252
2026/08/01@16:43:01,9083,4.074938
2026/08/01@16:43:02,9084,4.228688
2026/08/01@16:43:03,9085,2.7429376
2026/08/01@16:43:04,9086,4.1636252
2026/08/01@16:43:05,9087,4.138875
2026/08/01@16:43:07,9089,4.038563
2026/08/01@16:43:08,9090,3.957375
2026/08/01@16:43:09,9091,4.252688
2026/08/01@16:43:10,9092,4.2883124
2026/08/01@16:43:11,9093,4.29075
2026/08/01@16:43:12,9094,4.288125
2026/08/01@16:43:13,9095,4.2733124
2026/08/01@16:43:14,9096,4.1450624
2026/08/01@16:43:15,9097,4.237313
2026/08/01@16:43:16,9098,4.242188
2026/08/01@16:43:17,9099,4.2436876
2026/08/01@16:43:18,9100,4.221
2026/08/01@16:43:20,9102,4.169438
2026/08/01@16:43:21,9103,4.1206876
2026/08/01@16:43:22,9104,2.7525
2026/08/01@16:43:23,9105,3.8634376
2026/08/01@16:43:24,9106,3.8124376
2026/08/01@16:43:25,9107,4.15275
2026/08/01@16:43:26,9108,4.0485
2026/08/01@16:43:27,9109,4.18125
2026/08/01@16:43:28,9110,4.191188
2026/08/01@16:43:29,9111,4.199625
2026/08/01@16:43:30,9112,4.206563
2026/08/01@16:43:32,9114,4.20975
2026/08/01@16:43:33,9115,4.211813
2026/08/01@16:43:34,9116,4.2125624
2026/08/01@16:43:35,9117,4.212
2026/08/01@16:43:36,9118,4.213125
2026/08/01@16:43:37,9119,4.2140628
2026/08/01@16:43:38,9120,4.211813
2026/08/01@16:43:39,9121,4.1941876
2026/08/01@16:43:40,9122,4.196625
2026/08/01@16:43:41,9123,4.201125
2026/08/01@16:43:42,9124,4.199625
2026/08/01@16:43:43,9125,4.196438
2026/08/01@16:43:45,9127,4.1921252
2026/08/01@16:43:46,9128,4.1840624
2026/08/01@16:43:47,9129,4.180125
2026/08/01@16:43:48,9130,4.166625
2026/08/01@16:43:49,9131,4.058625
2026/08/01@16:43:50,9132,4.0426876
2026/08/01@16:43:51,9133,3.8426252
2026/08/01@16:43:52,9134,3.937688
2026/08/01@16:43:53,9135,4.0125004
2026/08/01@16:43:54,9136,4.331063
2026/08/01@16:43:55,9137,4.094063
2026/08/01@16:43:56,9138,4.0443752
2026/08/01@16:43:58,9140,4.296188
2026/08/01@16:43:59,9141,4.3953752
2026/08/01@16:44:00,9142,4.398375
2026/08/01@16:44:01,9143,4.282875
2026/08/01@16:44:02,9144,4.257188
2026/08/01@16:44:03,9145,4.2751876
2026/08/01@16:44:04,9146,4.3136252
2026/08/01@16:44:05,9147,4.3104376
2026/08/01@16:44:06,9148,4.3076252
2026/08/01@16:44:07,9149,4.29075
2026/08/01@16:44:08,9150,4.2718124
2026/08/01@16:44:09,9151,4.284188
2026/08/01@16:44:11,9153,4.2558756
2026/08/01@16:44:12,9154,4.149
2026/08/01@16:44:13,9155,4.2213756
2026/08/01@16:44:14,9156,4.218
2026/08/01@16:44:15,9157,3.7897504
2026/08/01@16:44:16,9158,3.9628124
2026/08/01@16:44:17,9159,3.95550032
2026/08/01@16:44:18,9160,4.1947504
2026/08/01@16:44:19,9161,4.127063
2026/08/01@16:44:20,9162,4.076625
2026/08/01@16:44:21,9163,3.9170628
2026/08/01@16:44:22,9164,3.8004376
2026/08/01@16:44:24,9166,3.8103752
2026/08/01@16:44:25,9167,3.72131268
2026/08/01@16:44:26,9168,4.173938
2026/08/01@16:44:27,9169,4.1722504
2026/08/01@16:44:28,9170,4.195875
2026/08/01@16:44:29,9171,4.2007504
2026/08/01@16:44:30,9172,3.744
2026/08/01@16:44:31,9173,4.1630624
2026/08/01@16:44:32,9174,4.1750628
2026/08/01@16:44:33,9175,2.749875
2026/08/01@16:44:34,9176,4.101563
2026/08/01@16:44:35,9177,4.1083124
2026/08/01@16:44:37,9179,4.00425
2026/08/01@16:44:38,9180,4.0151252
2026/08/01@16:44:39,9181,3.7398752
2026/08/01@16:44:40,9182,3.99937532
2026/08/01@16:44:41,9183,3.873
2026/08/01@16:44:42,9184,3.95343768
2026/08/01@16:44:43,9185,4.003688
2026/08/01@16:44:44,9186,3.9553128
2026/08/01@16:44:45,9187,3.803625
2026/08/01@16:44:46,9188,3.8700004
2026/08/01@16:44:47,9189,2.7652502
2026/08/01@16:44:49,9191,2.7440624
2026/08/01@16:44:50,9192,4.0535628
2026/08/01@16:44:51,9193,4.047375
2026/08/01@16:44:52,9194,4.0481252
2026/08/01@16:44:53,9195,4.036125
2026/08/01@16:44:54,9196,3.99168768
2026/08/01@16:44:55,9197,4.01625
2026/08/01@16:44:56,9198,4.02225
2026/08/01@16:44:57,9199,4.0344376
2026/08/01@16:44:58,9200,4.034625
2026/08/01@16:44:59,9201,4.0436252
2026/08/01@16:45:00,9202,4.030875
2026/08/01@16:45:02,9204,3.90150032
2026/08/01@16:45:03,9205,3.9241876
2026/08/01@16:45:04,9206,4.0593752
2026/08/01@16:45:05,9207,4.0905004
2026/08/01@16:45:06,9208,4.10325
