datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,Elevation_m
2026/08/01@15:08:49,33425,-0.24389648,0.9614258,0.23388672,-1.68702284,0.9160305,-1.1755725,17523.90322580645
2026/08/01@15:08:50,33426,-0.24389648,0.9621582,0.2290039,-1.71755732,0.9465649,-0.9236641,17502.74193548387
2026/08/01@15:08:51,33427,-0.246093744,0.965332032,0.22753906,-1.71755732,1.129771,-1.3129771,17481.58064516129
2026/08/01@15:08:52,33428,-0.246582032,0.96362308,0.2319336,-1.79389316,1.0076336,-1.2519084,17460.41935483871
2026/08/01@15:08:53,33429,-0.245605468,0.9614258,0.230712892,-1.9007634,1.0687023,-1.4122137,17439.25806451613
2026/08/01@15:08:54,33430,-0.245361332,0.96362308,0.23364258,-1.6412214,0.89312976,-1.2061069,17418.09677419355
2026/08/01@15:08:56,33432,-0.2421875,0.96240232,0.230712892,-1.6412214,1.259542,-1.1908396,17375.774193548386
2026/08/01@15:08:57,33433,-0.24731446,0.9645996,0.22802734,-1.6259542,1.1908396,-1.2748091,17354.612903225807
2026/08/01@15:08:58,33434,-0.24487304,0.9621582,0.237792976,-1.6412214,1.221374,-1.3664122,17333.451612903227
2026/08/01@15:08:59,33435,-0.24145508,0.9675293,0.231445316,-1.8778626,0.90839692,-1.1755725,17312.290322580644
2026/08/01@15:09:00,33436,-0.24243164,0.9645996,0.230712892,-1.7633588,1.2137405,-1.2290076,17291.129032258064
2026/08/01@15:09:01,33437,-0.24438476,0.9616699,0.23706054,-1.740458,0.89312976,-1.1450381,17269.967741935485
2026/08/01@15:09:02,33438,-0.246582032,0.963134768,0.22607422,-1.8396946,1.129771,-1.2061069,17248.8064516129
2026/08/01@15:09:03,33439,-0.24414062,0.9633789,0.2277832,-1.5954199,1.1374046,-1.3358779,17227.645161290322
2026/08/01@15:09:04,33440,-0.2434082,0.9633789,0.23486328,-2.0229008,1.091603,-1.1603054,17206.483870967742
2026/08/01@15:09:06,33442,-0.24316406,0.9628906,0.2368164,-1.6335878,1.1145039,-1.0229008,17164.16129032258
2026/08/01@15:09:07,33443,-0.24487304,0.9641113,0.22558594,-1.832061,1.1374046,-1.2748091,17143.0
2026/08/01@15:09:08,33444,-0.24365234,0.9592285,0.237304684,-1.7328244,1.0152671,-1.2442748,17122.16129032258
2026/08/01@15:09:09,33445,-0.24267578,0.96069336,0.22705078,-1.7633588,1.1068702,-1.0763359,17101.322580645163
2026/08/01@15:09:10,33446,-0.23999024,0.96435544,0.23217774,-1.72519084,1.0458015,-1.1526718,17080.483870967742
2026/08/01@15:09:11,33447,-0.2446289,0.958251968,0.229980468,-1.6641221,1.1755725,-1.1832061,17059.645161290322
2026/08/01@15:09:12,33448,-0.24902344,0.9638672,0.230468752,-1.7480916,1.0305344,-1.091603,17038.8064516129
2026/08/01@15:09:13,33449,-0.24926758,0.95996092,0.23168946,-1.610687,1.221374,-0.90076332,17017.967741935485
2026/08/01@15:09:14,33450,-0.24414062,0.9645996,0.23388672,-1.5954199,1.2671756,-1.2061069,16997.129032258064
2026/08/01@15:09:15,33451,-0.24194336,0.9641113,0.23266602,-1.6335878,1.091603,-1.3740458,16976.290322580644
2026/08/01@15:09:17,33453,-0.246582032,0.965332032,0.22705078,-1.5572519,1.1450381,-1.2442748,16934.612903225807
2026/08/01@15:09:18,33454,-0.246826168,0.9626465,0.23266602,-1.7557252,1.3206106,-1.3053435,16913.774193548386
2026/08/01@15:09:19,33455,-0.24243164,0.9614258,0.230468752,-1.5572519,1.0610686,-1.091603,16892.935483870966
2026/08/01@15:09:20,33456,-0.24194336,0.9602051,0.234375,-1.6183206,1.129771,-1.2290076,16872.09677419355
2026/08/01@15:09:21,33457,-0.245849616,0.96240232,0.22851562,-1.778626,1.0305344,-1.1068702,16851.25806451613
2026/08/01@15:09:22,33458,-0.24414062,0.9628906,0.23510742,-1.5419847,1.167939,-1.2900764,16830.41935483871
2026/08/01@15:09:23,33459,-0.23999024,0.9597168,0.234375,-1.71755732,1.2290076,-1.3435115,16809.58064516129
2026/08/01@15:09:24,33460,-0.24169922,0.96191408,0.23242188,-1.5877863,1.0763359,-1.1755725,16788.74193548387
2026/08/01@15:09:25,33461,-0.246826168,0.9645996,0.22973633,-2.0,1.1068702,-1.1145039,16767.90322580645
2026/08/01@15:09:26,33462,-0.24487304,0.96777348,0.23510742,-1.88549616,1.0076336,-1.1145039,16747.064516129034
2026/08/01@15:09:28,33464,-0.246337884,0.963134768,0.230468752,-1.8778626,1.1603054,-1.1984733,16705.387096774193
2026/08/01@15:09:29,33465,-0.245605468,0.96435544,0.230712892,-1.68702284,1.0229008,-1.389313,16684.548387096773
2026/08/01@15:09:30,33466,-0.24291992,0.96362308,0.23461914,-1.5954199,1.0992366,-1.2442748,16663.709677419356
2026/08/01@15:09:31,33467,-0.2434082,0.9645996,0.230468752,-1.8625954,1.221374,-1.4274809,16642.870967741936
2026/08/01@15:09:32,33468,-0.246582032,0.9616699,0.22802734,-1.5038168,1.1221374,-1.0687023,16622.032258064515
2026/08/01@15:09:33,33469,-0.2475586,0.967285168,0.2331543,-1.81679384,1.167939,-1.2671756,16601.1935483871
2026/08/01@15:09:34,33470,-0.246093744,0.9658203,0.22973633,-1.5343511,1.0076336,-1.3969466,16580.354838709678
2026/08/01@15:09:35,33471,-0.2470703,0.9628906,0.23242188,-1.6335878,0.83206104,-1.3358779,16559.516129032258
2026/08/01@15:09:36,33472,-0.245117184,0.96435544,0.2331543,-2.0305342,1.0687023,-0.9389313,16538.677419354837
2026/08/01@15:09:38,33474,-0.2421875,0.9641113,0.231201168,-1.91603052,1.0076336,-1.221374,16497.0
2026/08/01@15:09:39,33475,-0.25,0.9604492,0.230712892,-1.740458,1.221374,-1.480916,16476.333333333332
2026/08/01@15:09:40,33476,-0.246337884,0.9638672,0.22680664,-1.9312977,0.78625952,-0.961832064,16455.666666666668
2026/08/01@15:09:41,33477,-0.24243164,0.9614258,0.23168946,-1.4732824,1.0839695,-1.3664122,16435.0
2026/08/01@15:09:42,33478,-0.24365234,0.9633789,0.230957032,-1.8473282,1.1832061,-1.1832061,16414.333333333332
2026/08/01@15:09:43,33479,-0.246093744,0.963134768,0.22875976,-1.8396946,1.0763359,-1.2824427,16393.666666666668
2026/08/01@15:09:44,33480,-0.24243164,0.9658203,0.230468752,-1.6335878,1.1603054,-1.3129771,16373.0
2026/08/01@15:09:45,33481,-0.24414062,0.96606448,0.2319336,-1.78625952,1.4122137,-1.0305344,16352.333333333334
2026/08/01@15:09:46,33482,-0.246093744,0.9614258,0.23510742,-1.68702284,1.3129771,-1.1526718,16331.666666666666
2026/08/01@15:09:48,33484,-0.24365234,0.9650879,0.23168946,-1.7328244,1.2290076,-1.0610686,16290.333333333334
2026/08/01@15:09:49,33485,-0.245605468,0.95947268,0.2277832,-1.6412214,1.129771,-1.3587786,16269.666666666666
2026/08/01@15:09:50,33486,-0.2470703,0.9655762,0.229980468,-1.71755732,1.0610686,-1.3587786,16249.0
2026/08/01@15:09:51,33487,-0.24731446,0.96777348,0.229980468,-1.79389316,1.167939,-1.3664122,16228.333333333334
2026/08/01@15:09:52,33488,-0.246337884,0.96362308,0.23266602,-1.71755732,1.0687023,-1.0458015,16207.666666666666
2026/08/01@15:09:53,33489,-0.24414062,0.9621582,0.23291016,-1.9236641,0.9160305,-1.1374046,16187.0
2026/08/01@15:09:54,33490,-0.24487304,0.9645996,0.238525392,-1.7480916,1.0839695,-1.1068702,16166.333333333334
2026/08/01@15:09:55,33491,-0.24267578,0.9604492,0.234375,-1.6335878,1.1145039,-1.3129771,16145.666666666666
2026/08/01@15:09:56,33492,-0.24414062,0.9614258,0.230224616,-1.5496184,1.1526718,-1.4961832,16125.0
2026/08/01@15:09:57,33493,-0.24267578,0.9641113,0.231445316,-1.7480916,1.2290076,-1.1908396,16104.333333333334
2026/08/01@15:09:59,33495,-0.24121094,0.9638672,0.23168946,-1.4122137,1.29771,-1.4580153,16063.0
2026/08/01@15:10:00,33496,-0.24487304,0.9626465,0.23168946,-1.5343511,1.2137405,-0.9847328,16042.333333333334
2026/08/01@15:10:01,33497,-0.245849616,0.96655272,0.230712892,-1.7328244,1.1145039,-1.5114504,16021.666666666666
2026/08/01@15:10:02,33498,-0.24853516,0.965332032,0.22802734,-2.0152672,0.9465649,-1.4274809,16001.0
2026/08/01@15:10:03,33499,-0.246337884,0.95996092,0.2277832,-1.79389316,1.1832061,-1.3740458,15980.333333333334
2026/08/01@15:10:04,33500,-0.24145508,0.9645996,0.22729492,-1.5496184,1.3969466,-1.3435115,15959.666666666666
2026/08/01@15:10:05,33501,-0.246582032,0.96362308,0.23486328,-1.8091604,1.2900764,-1.1908396,15939.0
2026/08/01@15:10:06,33502,-0.2446289,0.9628906,0.234375,-1.6412214,0.8854962,-1.0992366,15918.333333333334
2026/08/01@15:10:07,33503,-0.24145508,0.96435544,0.231445316,-2.129771,0.77099232,-0.99236643,15897.666666666666
2026/08/01@15:10:09,33505,-0.2446289,0.9616699,0.230468752,-1.8091604,1.038168,-1.5267176,15858.58064516129
2026/08/01@15:10:10,33506,-0.25024414,0.9645996,0.2331543,-1.69465652,1.129771,-0.9847328,15840.161290322581
2026/08/01@15:10:11,33507,-0.24072266,0.9633789,0.22875976,-1.5877863,1.0076336,-1.4961832,15821.741935483871
2026/08/01@15:10:12,33508,-0.24487304,0.96191408,0.23583984,-1.6335878,1.1068702,-1.3740458,15803.322580645161
2026/08/01@15:10:13,33509,-0.2434082,0.958251968,0.230712892,-1.6335878,0.961832064,-1.129771,15784.90322580645
2026/08/01@15:10:14,33510,-0.2434082,0.96362308,0.22705078,-1.740458,1.1755725,-1.3206106,15766.483870967742
2026/08/01@15:10:15,33511,-0.24487304,0.9584961,0.23706054,-1.6030534,0.9847328,-1.3435115,15748.064516129032
2026/08/01@15:10:16,33512,-0.245605468,0.963134768,0.2331543,-1.82442752,1.3053435,-1.1984733,15729.645161290322
2026/08/01@15:10:17,33513,-0.24389648,0.96435544,0.230712892,-1.648855,1.2900764,-1.2290076,15711.225806451614
2026/08/01@15:10:18,33514,-0.24414062,0.96191408,0.23168946,-1.740458,1.2366412,-1.389313,15692.806451612903
2026/08/01@15:10:20,33516,-0.24414062,0.9633789,0.231201168,-1.2900764,1.1068702,-1.29771,15655.967741935485
2026/08/01@15:10:21,33517,-0.245117184,0.9628906,0.23168946,-1.6717557,1.2137405,-1.5343511,15637.548387096775
2026/08/01@15:10:22,33518,-0.24145508,0.9638672,0.2290039,-1.7557252,1.2748091,-1.091603,15619.129032258064
2026/08/01@15:10:23,33519,-0.24414062,0.9592285,0.230224616,-1.9236641,0.977099264,-1.2137405,15600.709677419354
2026/08/01@15:10:24,33520,-0.24414062,0.9633789,0.23266602,-1.68702284,1.1221374,-1.3969466,15582.290322580646
2026/08/01@15:10:25,33521,-0.24316406,0.9616699,0.229980468,-1.6641221,0.961832064,-1.2748091,15563.870967741936
2026/08/01@15:10:26,33522,-0.246337884,0.961181632,0.23168946,-1.80152668,1.1450381,-1.0458015,15545.451612903225
2026/08/01@15:10:27,33523,-0.245117184,0.9616699,0.22753906,-1.7328244,0.90839692,-1.3587786,15527.032258064517
2026/08/01@15:10:28,33524,-0.24316406,0.9626465,0.22607422,-1.78625952,1.1374046,-1.4580153,15508.612903225807
2026/08/01@15:10:30,33526,-0.24194336,0.9614258,0.230712892,-1.5648855,1.129771,-1.351145,15471.774193548386
2026/08/01@15:10:31,33527,-0.2487793,0.9614258,0.23168946,-1.5267176,1.0687023,-1.4045801,15453.354838709678
2026/08/01@15:10:32,33528,-0.2446289,0.9589844,0.2397461,-1.85496184,1.0763359,-1.2671756,15434.935483870968
2026/08/01@15:10:33,33529,-0.245117184,0.9628906,0.2319336,-1.6717557,1.091603,-1.167939,15416.516129032258
2026/08/01@15:10:34,33530,-0.245849616,0.9626465,0.23217774,-1.610687,0.961832064,-1.2366412,15398.09677419355
2026/08/01@15:10:35,33531,-0.24169922,0.95947268,0.229980468,-1.6564885,1.3358779,-1.4656489,15379.677419354839
2026/08/01@15:10:36,33532,-0.25024414,0.96362308,0.234375,-1.5496184,1.0534351,-1.351145,15361.258064516129
2026/08/01@15:10:37,33533,-0.24169922,0.9626465,0.2253418,-1.8473282,1.1832061,-1.4961832,15342.838709677419
2026/08/01@15:10:38,33534,-0.24438476,0.961181632,0.22631836,-1.6717557,1.0992366,-1.1450381,15324.41935483871
2026/08/01@15:10:39,33535,-0.24267578,0.96240232,0.22924804,-1.3816794,1.4427481,-1.0687023,15306.0
2026/08/01@15:10:41,33537,-0.24389648,0.961181632,0.23706054,-1.70229,1.1068702,-0.99236643,15269.548387096775
2026/08/01@15:10:42,33538,-0.2470703,0.9592285,0.22875976,-2.0152672,1.0839695,-1.3206106,15251.322580645161
2026/08/01@15:10:43,33539,-0.24291992,0.9638672,0.2319336,-1.8473282,1.038168,-1.3129771,15233.09677419355
2026/08/01@15:10:44,33540,-0.24414062,0.9604492,0.23388672,-1.648855,1.2442748,-1.2824427,15214.870967741936
2026/08/01@15:10:45,33541,-0.24291992,0.9641113,0.2319336,-1.6564885,1.1068702,-1.2137405,15196.645161290322
2026/08/01@15:10:46,33542,-0.2434082,0.96435544,0.2290039,-1.6183206,1.351145,-1.389313,15178.41935483871
2026/08/01@15:10:47,33543,-0.24414062,0.9633789,0.23535156,-1.7328244,1.1832061,-1.4503816,15160.193548387097
2026/08/01@15:10:48,33544,-0.245605468,0.9628906,0.22924804,-1.71755732,1.0839695,-1.167939,15141.967741935483
2026/08/01@15:10:49,33545,-0.2409668,0.961181632,0.23657226,-1.8091604,0.9847328,-0.89312976,15123.741935483871
2026/08/01@15:10:50,33546,-0.245849616,0.9604492,0.23364258,-1.6259542,0.8549618,-1.3435115,15105.516129032258
2026/08/01@15:10:52,33548,-0.24316406,0.9626465,0.2319336,-1.6030534,1.351145,-1.1603054,15069.064516129032
2026/08/01@15:10:53,33549,-0.24267578,0.96069336,0.22851562,-1.68702284,1.0,-1.3587786,15050.838709677419
2026/08/01@15:10:54,33550,-0.245361332,0.9638672,0.23413086,-1.82442752,1.1526718,-1.2442748,15032.612903225807
2026/08/01@15:10:55,33551,-0.24023438,0.9626465,0.23339844,-1.5343511,1.3587786,-1.2366412,15014.387096774193
2026/08/01@15:10:56,33552,-0.2434082,0.96435544,0.2277832,-1.5572519,1.091603,-1.2061069,14996.161290322581
2026/08/01@15:10:57,33553,-0.24145508,0.961181632,0.23242188,-1.69465652,1.0229008,-1.2900764,14977.935483870968
2026/08/01@15:10:58,33554,-0.23950196,0.9641113,0.230712892,-1.72519084,1.3053435,-1.4351145,14959.709677419354
2026/08/01@15:10:59,33555,-0.24194336,0.96484376,0.22827148,-1.908397,1.1755725,-1.221374,14941.483870967742
2026/08/01@15:11:00,33556,-0.24365234,0.9597168,0.22827148,-1.5419847,0.84732824,-1.3206106,14923.258064516129
2026/08/01@15:11:02,33558,-0.2434082,0.9628906,0.2253418,-1.6793894,1.091603,-1.3053435,14886.806451612903
2026/08/01@15:11:03,33559,-0.24414062,0.9560547,0.2331543,-1.78625952,1.1450381,-1.2290076,14868.58064516129
2026/08/01@15:11:04,33560,-0.24414062,0.96435544,0.23413086,-1.5419847,1.2137405,-1.3129771,14850.354838709678
2026/08/01@15:11:05,33561,-0.24121094,0.96240232,0.230957032,-1.7557252,1.221374,-1.259542,14832.129032258064
2026/08/01@15:11:06,33562,-0.24487304,0.9609375,0.22973633,-1.6183206,1.0305344,-1.3206106,14813.90322580645
2026/08/01@15:11:07,33563,-0.24243164,0.9609375,0.22973633,-1.71755732,1.129771,-1.0687023,14795.677419354839
2026/08/01@15:11:08,33564,-0.2475586,0.9628906,0.23266602,-1.81679384,1.1221374,-1.3740458,14777.451612903225
2026/08/01@15:11:09,33565,-0.24780274,0.9633789,0.234375,-1.610687,0.961832064,-1.351145,14759.225806451614
2026/08/01@15:11:10,33566,-0.2434082,0.9602051,0.229980468,-1.72519084,1.1832061,-1.0610686,14741.0
2026/08/01@15:11:11,33567,-0.245849616,0.96069336,0.22973633,-1.8625954,0.9389313,-1.1450381,14722.733333333334
2026/08/01@15:11:13,33569,-0.246582032,0.96191408,0.23413086,-1.5725191,1.3282443,-1.1832061,14686.2
2026/08/01@15:11:14,33570,-0.245117184,0.9645996,0.23413086,-1.80152668,1.038168,-1.2748091,14667.933333333332
2026/08/01@15:11:15,33571,-0.24243164,0.9680176,0.23291016,-1.832061,1.0610686,-1.259542,14649.666666666666
2026/08/01@15:11:16,33572,-0.245361332,0.9626465,0.23461914,-1.6564885,1.0839695,-1.3358779,14631.4
2026/08/01@15:11:17,33573,-0.245117184,0.9645996,0.22485352,-1.7099236,1.0687023,-1.2900764,14613.133333333333
2026/08/01@15:11:18,33574,-0.245605468,0.96362308,0.23364258,-1.70229,1.2061069,-1.389313,14594.866666666667
2026/08/01@15:11:19,33575,-0.246093744,0.96069336,0.22509766,-1.6412214,0.83206104,-1.29771,14576.6
2026/08/01@15:11:20,33576,-0.246826168,0.9650879,0.22802734,-1.5419847,1.1068702,-1.3206106,14558.333333333334
2026/08/01@15:11:21,33577,-0.246826168,0.9658203,0.23608398,-1.7328244,1.091603,-1.2900764,14540.066666666668
2026/08/01@15:11:23,33579,-0.2434082,0.9633789,0.22631836,-1.80152668,0.9541985,-1.259542,14503.533333333333
2026/08/01@15:11:24,33580,-0.24243164,0.96240232,0.2368164,-1.778626,1.0152671,-1.259542,14485.266666666666
2026/08/01@15:11:25,33581,-0.246337884,0.95947268,0.23632812,-1.79389316,0.870229,-1.1984733,14467.0
2026/08/01@15:11:26,33582,-0.246826168,0.9658203,0.22631836,-1.6717557,1.1984733,-1.0992366,14448.733333333334
2026/08/01@15:11:27,33583,-0.245849616,0.9633789,0.230957032,-1.7480916,1.0610686,-1.3206106,14430.466666666667
2026/08/01@15:11:28,33584,-0.2421875,0.965332032,0.230712892,-2.038168,1.2519084,-1.1374046,14412.2
2026/08/01@15:11:29,33585,-0.2470703,0.9633789,0.22875976,-1.6412214,1.0305344,-1.4503816,14393.933333333332
2026/08/01@15:11:30,33586,-0.24291992,0.9658203,0.23266602,-1.6793894,1.0687023,-1.3282443,14375.666666666666
2026/08/01@15:11:31,33587,-0.24267578,0.9650879,0.2355957,-1.6793894,0.977099264,-1.3816794,14357.4
2026/08/01@15:11:32,33588,-0.2470703,0.96362308,0.23266602,-1.610687,1.1374046,-1.351145,14339.133333333333
2026/08/01@15:11:34,33590,-0.24316406,0.96435544,0.23266602,-1.6564885,0.8549618,-1.0534351,14302.6
2026/08/01@15:11:35,33591,-0.245361332,0.9663086,0.22583008,-1.88549616,1.2748091,-1.4580153,14284.333333333334
2026/08/01@15:11:36,33592,-0.246826168,0.95874024,0.23242188,-1.5877863,1.0458015,-1.2519084,14266.066666666668
2026/08/01@15:11:37,33593,-0.23999024,0.9628906,0.231201168,-2.0305342,1.0610686,-1.2748091,14247.8
2026/08/01@15:11:38,33594,-0.2409668,0.9602051,0.23510742,-1.71755732,1.1068702,-1.389313,14229.533333333333
2026/08/01@15:11:39,33595,-0.24487304,0.96484376,0.23632812,-1.7480916,0.9847328,-1.2366412,14211.266666666666
2026/08/01@15:11:40,33596,-0.245361332,0.967041,0.231201168,-1.6717557,1.0839695,-1.2442748,14193.0
2026/08/01@15:11:41,33597,-0.24316406,0.96362308,0.22680664,-1.6793894,1.0458015,-0.99236643,14176.451612903225
2026/08/01@15:11:42,33598,-0.245849616,0.963134768,0.230468752,-1.7099236,1.4045801,-1.2061069,14159.90322580645
2026/08/01@15:11:44,33600,-0.246093744,0.96240232,0.23510742,-1.8778626,1.0152671,-1.3587786,14126.806451612903
2026/08/01@15:11:45,33601,-0.245117184,0.9641113,0.229492184,-1.7709924,1.2671756,-1.3435115,14110.258064516129
2026/08/01@15:11:46,33602,-0.24780274,0.9628906,0.2319336,-1.72519084,1.038168,-1.2748091,14093.709677419354
2026/08/01@15:11:47,33603,-0.2475586,0.9628906,0.22851562,-1.69465652,1.1603054,-1.0076336,14077.161290322581
2026/08/01@15:11:48,33604,-0.24487304,0.967285168,0.23413086,-1.610687,1.2366412,-1.1908396,14060.612903225807
2026/08/01@15:11:49,33605,-0.2470703,0.9616699,0.2290039,-1.832061,1.0458015,-1.4122137,14044.064516129032
2026/08/01@15:11:50,33606,-0.24731446,0.9604492,0.2290039,-1.4198474,1.2137405,-1.0992366,14027.516129032258
2026/08/01@15:11:51,33607,-0.245849616,0.9641113,0.229492184,-1.7099236,0.83206104,-1.0229008,14010.967741935485
2026/08/01@15:11:52,33608,-0.2446289,0.9645996,0.22753906,-1.5114504,0.961832064,-1.4351145,13994.41935483871
2026/08/01@15:11:54,33609,-0.24145508,0.9602051,0.230957032,-1.91603052,1.0152671,-1.4198474,13961.322580645161
2026/08/01@15:11:55,33611,-0.24780274,0.965332032,0.230468752,-1.70229,1.2061069,-1.1450381,13944.774193548386
2026/08/01@15:11:56,33612,-0.24414062,0.961181632,0.229492184,-1.81679384,1.0839695,-1.3587786,13928.225806451614
2026/08/01@15:11:57,33613,-0.24780274,0.96240232,0.22924804,-1.6793894,1.0458015,-1.1374046,13911.677419354839
2026/08/01@15:11:58,33614,-0.24731446,0.9604492,0.23291016,-1.6335878,1.0534351,-1.2748091,13895.129032258064
2026/08/01@15:11:59,33615,-0.246582032,0.9633789,0.23461914,-1.5954199,1.167939,-1.2290076,13878.58064516129
2026/08/01@15:12:00,33616,-0.245361332,0.9667969,0.2253418,-1.6030534,0.90839692,-1.3587786,13862.032258064517
2026/08/01@15:12:01,33617,-0.2446289,0.95947268,0.23510742,-1.5343511,1.2290076,-1.1984733,13845.483870967742
2026/08/01@15:12:02,33618,-0.245605468,0.9633789,0.22827148,-1.5267176,0.9389313,-1.3129771,13828.935483870968
2026/08/01@15:12:03,33619,-0.24316406,0.9602051,0.23364258,-1.870229,1.0610686,-1.29771,13812.387096774193
2026/08/01@15:12:05,33621,-0.246826168,0.965332032,0.229980468,-1.70229,1.3435115,-1.480916,13779.290322580646
2026/08/01@15:12:06,33622,-0.24438476,0.96484376,0.22558594,-1.71755732,1.2290076,-1.4274809,13762.741935483871
2026/08/01@15:12:07,33623,-0.24926758,0.9645996,0.230224616,-1.68702284,0.9389313,-1.2290076,13746.193548387097
2026/08/01@15:12:08,33624,-0.245605468,0.9614258,0.22851562,-1.5725191,1.2137405,-1.0076336,13729.645161290322
2026/08/01@15:12:09,33625,-0.2434082,0.965332032,0.22729492,-1.68702284,1.0610686,-1.0076336,13713.09677419355
2026/08/01@15:12:10,33626,-0.24414062,0.9641113,0.23217774,-1.648855,1.167939,-1.0839695,13696.548387096775
2026/08/01@15:12:11,33627,-0.245117184,0.96435544,0.23583984,-1.79389316,0.9847328,-1.4045801,13680.0
2026/08/01@15:12:12,33628,-0.24438476,0.9628906,0.23608398,-1.610687,1.1221374,-1.2290076,13663.516129032258
2026/08/01@15:12:13,33629,-0.245849616,0.9580078,0.230468752,-1.68702284,1.4427481,-1.4656489,13647.032258064517
2026/08/01@15:12:15,33631,-0.24291992,0.9621582,0.231445316,-1.610687,1.3053435,-1.3740458,13614.064516129032
2026/08/01@15:12:16,33632,-0.24267578,0.9572754,0.22607422,-1.81679384,1.0458015,-1.0229008,13597.58064516129
2026/08/01@15:12:17,33633,-0.24438476,0.96777348,0.230468752,-1.7099236,1.1374046,-1.1908396,13581.09677419355
2026/08/01@15:12:18,33634,-0.246337884,0.95874024,0.230468752,-1.8778626,1.0305344,-1.0763359,13564.612903225807
2026/08/01@15:12:19,33635,-0.24926758,0.9616699,0.238525392,-1.79389316,1.1832061,-1.3816794,13548.129032258064
2026/08/01@15:12:20,33636,-0.24804688,0.963134768,0.23242188,-1.8778626,1.0076336,-1.1755725,13531.645161290322
2026/08/01@15:12:21,33637,-0.2421875,0.9633789,0.2368164,-1.6793894,1.221374,-1.3129771,13515.161290322581
2026/08/01@15:12:22,33638,-0.2446289,0.95996092,0.2319336,-2.0839694,1.1908396,-1.351145,13498.677419354839
2026/08/01@15:12:23,33639,-0.24365234,0.9650879,0.229980468,-1.6717557,1.0687023,-1.4503816,13482.193548387097
2026/08/01@15:12:24,33640,-0.24414062,0.9621582,0.23364258,-1.6717557,1.0610686,-1.3664122,13465.709677419354
2026/08/01@15:12:26,33642,-0.24438476,0.96606448,0.231201168,-1.7633588,1.1145039,-1.0839695,13432.741935483871
2026/08/01@15:12:27,33643,-0.239257808,0.9641113,0.23242188,-1.6259542,0.9312977,-1.167939,13416.258064516129
2026/08/01@15:12:28,33644,-0.24731446,0.965332032,0.23413086,-1.6564885,1.0229008,-1.389313,13399.774193548386
2026/08/01@15:12:29,33645,-0.24365234,0.9614258,0.230957032,-1.5725191,1.0610686,-1.1221374,13383.290322580646
2026/08/01@15:12:30,33646,-0.2446289,0.9609375,0.22558594,-1.72519084,1.4198474,-1.351145,13366.806451612903
2026/08/01@15:12:31,33647,-0.24389648,0.9621582,0.2319336,-1.7480916,1.0610686,-1.0229008,13350.322580645161
2026/08/01@15:12:32,33648,-0.2475586,0.9628906,0.230957032,-1.7709924,1.0534351,-1.0992366,13333.838709677419
2026/08/01@15:12:33,33649,-0.2434082,0.96777348,0.23242188,-1.70229,1.2900764,-1.2900764,13317.354838709678
2026/08/01@15:12:34,33650,-0.24389648,0.9645996,0.22631836,-1.6412214,1.1603054,-1.0687023,13300.870967741936
2026/08/01@15:12:36,33652,-0.239013668,0.963134768,0.22387696,-1.5877863,1.0458015,-1.3206106,13267.90322580645
2026/08/01@15:12:37,33653,-0.24804688,0.96484376,0.238037108,-1.6412214,0.9847328,-1.091603,13251.41935483871
2026/08/01@15:12:38,33654,-0.24389648,0.9626465,0.23339844,-1.72519084,1.3816794,-1.3969466,13234.935483870968
2026/08/01@15:12:39,33655,-0.24267578,0.9609375,0.23413086,-1.8473282,1.1832061,-1.2519084,13218.451612903225
2026/08/01@15:12:40,33656,-0.24291992,0.9602051,0.2319336,-1.6412214,0.977099264,-1.1526718,13201.967741935483
2026/08/01@15:12:41,33657,-0.24804688,0.963134768,0.2331543,-1.6183206,1.0763359,-1.1908396,13185.483870967742
2026/08/01@15:12:42,33658,-0.24365234,0.95947268,0.230468752,-1.85496184,1.1755725,-1.0763359,13169.0
2026/08/01@15:12:43,33659,-0.2434082,0.9597168,0.229980468,-1.85496184,1.167939,-1.1755725,13152.6
2026/08/01@15:12:44,33660,-0.245361332,0.9641113,0.22851562,-1.6564885,0.977099264,-1.3358779,13136.2
2026/08/01@15:12:45,33661,-0.24316406,0.9597168,0.22753906,-1.71755732,1.167939,-1.221374,13119.8
2026/08/01@15:12:47,33663,-0.24194336,0.9645996,0.22827148,-1.7557252,1.167939,-1.1526718,13087.0
2026/08/01@15:12:48,33664,-0.2446289,0.961181632,0.229492184,-1.6335878,1.0305344,-1.2748091,13070.6
2026/08/01@15:12:49,33665,-0.245849616,0.9616699,0.231201168,-1.648855,1.1526718,-1.2824427,13054.2
2026/08/01@15:12:50,33666,-0.24389648,0.96435544,0.234375,-1.6793894,1.0,-0.977099264,13037.8
2026/08/01@15:12:51,33667,-0.24169922,0.9641113,0.22387696,-1.7480916,1.1068702,-1.0610686,13021.4
2026/08/01@15:12:52,33668,-0.24487304,0.96435544,0.2290039,-1.7557252,0.9389313,-1.1221374,13005.0
2026/08/01@15:12:53,33669,-0.24389648,0.9638672,0.23339844,-1.9312977,1.1450381,-1.4961832,12988.6
2026/08/01@15:12:54,33670,-0.246582032,0.9633789,0.2319336,-1.4351145,1.091603,-1.2290076,12972.2
2026/08/01@15:12:55,33671,-0.23999024,0.9609375,0.231201168,-1.70229,1.0076336,-1.29771,12955.8
